"","Sample.ID","Site","Transect","Species","Average.Diameter.cm","LifeStage"
"407",882,"S5","T1","P. meandrina",2.11533333333333,">2cm-5cm"
"408",883,"S5","T1","P. verrucosa",20.397,">14cm"
"409",884,"S5","T1","P. meandrina",1.87333333333333,"0-2cm"
"410",885,"S5","T1","P. meandrina",1.137,"0-2cm"
"411",887,"S5","T1","P. tuahiniensis",1.12766666666667,"0-2cm"
"412",889,"S5","T1","P. meandrina",2.99266666666667,">2cm-5cm"
"413",890,"S5","T1","P. effusa",1.87,"0-2cm"
"414",891,"S5","T1","P. meandrina",13.313,">5cm-14cm"
"415",892,"S5","T1","P. meandrina",4.45933333333333,">2cm-5cm"
"416",893,"S5","T1","P. meandrina",8.735,">5cm-14cm"
"417",894,"S3","T5","P. meandrina",2.45633333333333,">2cm-5cm"
"418",895,"S5","T1","P. meandrina",4.42633333333333,">2cm-5cm"
"419",896,"S5","T1","P. effusa",2.73166666666667,">2cm-5cm"
"420",897,"S5","T1","P. meandrina",2.10633333333333,">2cm-5cm"
"421",898,"S5","T1","P. verrucosa",1.374,"0-2cm"
"422",900,"S3","T6","P. meandrina",1.57066666666667,"0-2cm"
"423",901,"S3","T6","P. meandrina",6.98166666666667,">5cm-14cm"
"424",902,"S5","T1","P. meandrina",7.541,">5cm-14cm"
"425",903,"S3","T5","P. tuahiniensis",1.16566666666667,"0-2cm"
"426",904,"S3","T5","P. meandrina",5.364,">5cm-14cm"
"427",905,"S3","T5","P. grandis",2.85666666666667,">2cm-5cm"
"428",906,"S3","T3","P. effusa",3.574,">2cm-5cm"
"429",907,"S5","T2","P. acuta",1.66466666666667,"0-2cm"
"430",908,"S5","T2","P. effusa",2.51633333333333,">2cm-5cm"
"431",909,"S5","T1","P. tuahiniensis",1.16566666666667,"0-2cm"
"432",910,"S5","T1","P. effusa",2.76233333333333,">2cm-5cm"
"433",911,"S5","T2","P. meandrina",1.69233333333333,"0-2cm"
"434",912,"S5","T2","P. meandrina",4.258,">2cm-5cm"
"435",913,"S5","T2","P. meandrina",4.19433333333333,">2cm-5cm"
"436",914,"S5","T2","P. effusa",3.16166666666667,">2cm-5cm"
"437",915,"S5","T2","P. meandrina",13.974,">5cm-14cm"
"438",916,"S5","T1","P. meandrina",3.30533333333333,">2cm-5cm"
"439",917,"S5","T2","P. meandrina",3.22066666666667,">2cm-5cm"
"440",918,"S5","T1","P. meandrina",2.73566666666667,">2cm-5cm"
"441",919,"S5","T2","P. meandrina",1.62666666666667,"0-2cm"
"442",920,"S5","T1","P. tuahiniensis",0.941333333333333,"0-2cm"
"443",923,"S5","T1","P. tuahiniensis",5.77133333333333,">5cm-14cm"
"444",925,"S5","T1","P. meandrina",1.64266666666667,"0-2cm"
"445",926,"S5","T1","P. tuahiniensis",2.965,">2cm-5cm"
"446",927,"S5","T1","P. tuahiniensis",5.446,">5cm-14cm"
"447",928,"S5","T1","P. meandrina",7.87,">5cm-14cm"
"448",929,"S5","T3","P. grandis",2.05866666666667,">2cm-5cm"
"449",930,"S5","T3","P. verrucosa",16.586,">14cm"
"450",931,"S5","T3","P. tuahiniensis",16.8576666666667,">14cm"
"451",933,"S5","T3","P. grandis",4.79633333333333,">2cm-5cm"
"452",934,"S5","T3","P. effusa",2.672,">2cm-5cm"
"453",935,"S5","T2","P. grandis",0.950333333333333,"0-2cm"
"454",936,"S5","T3","P. meandrina",2.60033333333333,">2cm-5cm"
"455",937,"S5","T3","P. meandrina",7.32733333333333,">5cm-14cm"
"456",938,"S5","T3","P. tuahiniensis",3.284,">2cm-5cm"
"457",940,"S5","T3","P. verrucosa",10.8356666666667,">5cm-14cm"
"458",941,"S5","T3","P. verrucosa",100,">14cm"
"459",943,"S5","T3","P. grandis",100,">14cm"
"460",944,"S5","T3","P. effusa",1.89166666666667,"0-2cm"
"461",945,"S5","T3","P. meandrina",1.96233333333333,"0-2cm"
"462",946,"S5","T3","P. grandis",3.48733333333333,">2cm-5cm"
"463",947,"S5","T3","P. meandrina",1.90233333333333,"0-2cm"
"464",948,"S5","T3","P. grandis",3.53833333333333,">2cm-5cm"
"465",949,"S5","T3","P. grandis",1.98066666666667,"0-2cm"
"466",950,"S5","T3","P. grandis",0.793333333333333,"0-2cm"
"467",951,"S5","T3","P. grandis",0.902666666666667,"0-2cm"
"468",952,"S5","T3","P. grandis",2.73733333333333,">2cm-5cm"
"469",953,"S5","T3","P. grandis",0.695666666666667,"0-2cm"
"470",954,"S5","T3","P. grandis",1.419,"0-2cm"
"471",955,"S5","T2","P. tuahiniensis",7.47066666666667,">5cm-14cm"
"472",956,"S5","T2","P. meandrina",3.88533333333333,">2cm-5cm"
"473",957,"S5","T2","P. meandrina",0.381333333333333,"0-2cm"
"474",958,"S5","T2","P. effusa",4.87033333333333,">2cm-5cm"
"475",959,"S5","T2","P. effusa",4.10133333333333,">2cm-5cm"
"476",960,"S5","T2","P. meandrina",5.17066666666667,">5cm-14cm"
"477",961,"S5","T2","P. meandrina",1.01333333333333,"0-2cm"
"478",962,"S5","T2","P. meandrina",1.53766666666667,"0-2cm"
"479",963,"S5","T2","P. meandrina",0.806,"0-2cm"
"480",964,"S5","T2","P. meandrina",2.561,">2cm-5cm"
"481",965,"S5","T2","P. effusa",1.998,"0-2cm"
"482",966,"S5","T2","P. effusa",6.51533333333333,">5cm-14cm"
"483",967,"S5","T2","P. effusa",5.06866666666667,">5cm-14cm"
"484",968,"S5","T2","P. effusa",4.13766666666667,">2cm-5cm"
"485",969,"S5","T2","P. effusa",1.93833333333333,"0-2cm"
"486",970,"S5","T2","P. tuahiniensis",12.344,">5cm-14cm"
"487",972,"S5","T2","P. tuahiniensis",100,">14cm"
"488",974,"S5","T2","P. effusa",4.35166666666667,">2cm-5cm"
"489",975,"S5","T2","P. effusa",1.852,"0-2cm"
"490",977,"S5","T2","P. meandrina",1.77433333333333,"0-2cm"
"491",978,"S5","T2","P. meandrina",13.6293333333333,">5cm-14cm"
"492",980,"S5","T2","P. tuahiniensis",7.09833333333333,">5cm-14cm"
"493",981,"S5","T2","P. effusa",1.85166666666667,"0-2cm"
"494",982,"S5","T2","P. effusa",1.33166666666667,"0-2cm"
"495",983,"S5","T2","P. meandrina",1.46866666666667,"0-2cm"
"496",984,"S5","T2","P. meandrina",0.606333333333333,"0-2cm"
"497",985,"S5","T2","P. effusa",1.68533333333333,"0-2cm"
"498",985,"S5","T2","P. acuta",1.68533333333333,"0-2cm"
"499",986,"S5","T2","P. tuahiniensis",0.943666666666667,"0-2cm"
"500",987,"S5","T2","P. meandrina",20.431,">14cm"
"501",988,"S5","T2","P. grandis",1.50133333333333,"0-2cm"
"502",990,"S5","T2","P. meandrina",18.0683333333333,">14cm"
"503",991,"S5","T2","P. meandrina",11.1923333333333,">5cm-14cm"
"504",992,"S5","T2","P. tuahiniensis",1.589,"0-2cm"
"505",993,"S5","T2","P. tuahiniensis",100,">14cm"
"506",994,"S5","T2","P. grandis",100,">14cm"
"507",995,"S5","T2","P. meandrina",11.9613333333333,">5cm-14cm"
"508",996,"S5","T2","P. meandrina",100,">14cm"
"509",997,"S5","T2","P. meandrina",6.99166666666667,">5cm-14cm"
"510",998,"S5","T2","P. meandrina",100,">14cm"
"511",999,"S5","T2","P. meandrina",100,">14cm"
"512",1000,"S5","T2","P. meandrina",100,">14cm"
"513",1001,"S5","T2","P. meandrina",2.03933333333333,">2cm-5cm"
"514",1002,"S5","T2","P. grandis",1.48766666666667,"0-2cm"
"515",1003,"S5","T2","P. meandrina",0.374333333333333,"0-2cm"
"516",1004,"S5","T2","P. meandrina",0.956,"0-2cm"
"517",1005,"S5","T2","P. effusa",2.26733333333333,">2cm-5cm"
"518",1006,"S5","T2","P. meandrina",2.38133333333333,">2cm-5cm"
"519",1008,"S5","T2","P. meandrina",12.751,">5cm-14cm"
"520",1009,"S5","T2","P. effusa",2.78866666666667,">2cm-5cm"
"521",1010,"S5","T2","P. meandrina",3.339,">2cm-5cm"
"522",1011,"S5","T2","P. grandis",2.05433333333333,">2cm-5cm"
"523",1012,"S5","T2","P. meandrina",9.32,">5cm-14cm"
"524",1013,"S5","T2","P. verrucosa",15.7176666666667,">14cm"
"525",1014,"S5","T2","P. effusa",2.46,">2cm-5cm"
"526",1015,"S5","T2","P. meandrina",12.1956666666667,">5cm-14cm"
"527",1016,"S5","T2","P. meandrina",14.3716666666667,">14cm"
"528",1017,"S5","T2","P. verrucosa",100,">14cm"
"529",1018,"S5","T2","P. verrucosa",7.85733333333333,">5cm-14cm"
"530",1019,"S5","T2","P. verrucosa",2.63966666666667,">2cm-5cm"
"531",1020,"S5","T2","P. effusa",1.41066666666667,"0-2cm"
"532",1021,"S5","T2","P. acuta",1.166,"0-2cm"
"533",1022,"S5","T2","P. meandrina",11.3866666666667,">5cm-14cm"
"534",1023,"S5","T2","P. verrucosa",3.67333333333333,">2cm-5cm"
"535",1024,"S5","T2","P. effusa",2.49133333333333,">2cm-5cm"
"536",1024,"S5","T2","P. effusa",1.60333333333333,"0-2cm"
"537",1025,"S5","T2","P. meandrina",7.92133333333333,">5cm-14cm"
"538",1026,"S5","T2","P. meandrina",1.11933333333333,"0-2cm"
"539",1027,"S5","T2","P. verrucosa",3.27766666666667,">2cm-5cm"
"540",1028,"S5","T2","P. verrucosa",100,">14cm"
"541",1029,"S5","T2","P. meandrina",2.055,">2cm-5cm"
"542",1030,"S5","T2","P. meandrina",1.56333333333333,"0-2cm"
"543",1031,"S5","T2","P. effusa",2.119,">2cm-5cm"
"544",1032,"S5","T2","P. meandrina",10.1283333333333,">5cm-14cm"
"545",1033,"S5","T2","P. tuahiniensis",1.10433333333333,"0-2cm"
"546",1034,"S5","T2","P. grandis",1.41633333333333,"0-2cm"
"547",1035,"S5","T2","P. tuahiniensis",13.479,">5cm-14cm"
"548",1036,"S5","T2","P. tuahiniensis",17.5686666666667,">14cm"
"549",1037,"S5","T2","P. meandrina",8.47966666666667,">5cm-14cm"
"550",1038,"S5","T2","P. effusa",1.50433333333333,"0-2cm"
"551",1039,"S5","T2","P. meandrina",2.45566666666667,">2cm-5cm"
"552",1040,"S5","T2","P. effusa",4.24366666666667,">2cm-5cm"
"553",1041,"S5","T2","P. meandrina",5.57866666666667,">5cm-14cm"
"554",1042,"S5","T2","P. effusa",1.198,"0-2cm"
"555",1043,"S5","T2","P. meandrina",2.953,">2cm-5cm"
"556",1044,"S5","T2","P. meandrina",7.626,">5cm-14cm"
"557",1045,"S5","T2","P. acuta",2.46133333333333,">2cm-5cm"
"558",1046,"S5","T2","P. tuahiniensis",100,">14cm"
"559",1047,"S5","T2","P. meandrina",1.68433333333333,"0-2cm"
"560",1047,"S5","T2","P. meandrina",2.36133333333333,">2cm-5cm"
"561",1047,"S5","T3","P. meandrina",1.68433333333333,"0-2cm"
"562",1047,"S5","T3","P. meandrina",2.36133333333333,">2cm-5cm"
"563",1048,"S5","T2","P. effusa",1.59433333333333,"0-2cm"
"564",1049,"S5","T2","P. acuta",0.701333333333333,"0-2cm"
"565",1050,"S5","T2","P. meandrina",1.60433333333333,"0-2cm"
"566",1051,"S5","T3","P. grandis",100,">14cm"
"567",1052,"S5","T2","P. meandrina",2.177,">2cm-5cm"
"568",1053,"S5","T2","P. meandrina",10.6453333333333,">5cm-14cm"
"569",1054,"S5","T2","P. meandrina",4.551,">2cm-5cm"
"570",1055,"S5","T2","P. acuta",0.804,"0-2cm"
"571",1057,"S5","T3","P. grandis",2.445,">2cm-5cm"
"572",1059,"S5","T3","P. effusa",2.41266666666667,">2cm-5cm"
"573",1060,"S5","T3","P. meandrina",16.581,">14cm"
"574",1061,"S5","T3","P. meandrina",4.21133333333333,">2cm-5cm"
"575",1062,"S5","T3","P. meandrina",10.729,">5cm-14cm"
"576",1063,"S5","T3","P. meandrina",3.42566666666667,">2cm-5cm"
"577",1064,"S5","T3","P. meandrina",6.931,">5cm-14cm"
"578",1065,"S5","T3","P. meandrina",11.3493333333333,">5cm-14cm"
"579",1067,"S5","T3","P. grandis",1.13233333333333,"0-2cm"
"580",1068,"S5","T3","P. meandrina",1.162,"0-2cm"
"581",1069,"S5","T3","P. effusa",0.798333333333333,"0-2cm"
"582",1070,"S5","T3","P. verrucosa",1.20166666666667,"0-2cm"
"583",1071,"S5","T3","P. meandrina",0.823,"0-2cm"
"584",1072,"S5","T3","P. tuahiniensis",5.42866666666667,">5cm-14cm"
"585",1073,"S5","T3","P. tuahiniensis",11.093,">5cm-14cm"
"586",1074,"S5","T3","P. meandrina",5.35633333333333,">5cm-14cm"
"587",1075,"S5","T3","P. meandrina",2.62433333333333,">2cm-5cm"
"588",1076,"S5","T3","P. meandrina",2.22033333333333,">2cm-5cm"
"589",1077,"S5","T3","P. effusa",1.09966666666667,"0-2cm"
"590",1078,"S5","T3","P. grandis",1.84033333333333,"0-2cm"
"591",1079,"S5","T3","P. grandis",0.804,"0-2cm"
"592",1080,"S5","T3","P. effusa",1.51566666666667,"0-2cm"
"593",1081,"S5","T3","P. meandrina",1.02633333333333,"0-2cm"
"594",1082,"S5","T3","P. acuta",0.955333333333333,"0-2cm"
"595",1083,"S5","T3","P. meandrina",1.45766666666667,"0-2cm"
"596",1084,"S5","T3","P. grandis",1.43166666666667,"0-2cm"
"597",1085,"S5","T3","P. effusa",3.30733333333333,">2cm-5cm"
"598",1086,"S5","T3","P. verrucosa",1.13133333333333,"0-2cm"
"599",1087,"S5","T3","P. meandrina",2.615,">2cm-5cm"
"600",1088,"S5","T2","P. effusa",2.38666666666667,">2cm-5cm"
"601",1089,"S5","T2","P. meandrina",0.924333333333333,"0-2cm"
"602",1090,"S5","T2","P. meandrina",3.28233333333333,">2cm-5cm"
"603",1091,"S5","T2","P. effusa",0.942,"0-2cm"
"604",1092,"S5","T2","P. effusa",2.28733333333333,">2cm-5cm"
"605",1093,"S5","T2","P. effusa",1.95133333333333,"0-2cm"
"606",1094,"S5","T2","P. effusa",2.885,">2cm-5cm"
"607",1095,"S5","T2","P. effusa",2.27233333333333,">2cm-5cm"
"608",1096,"S5","T2","P. verrucosa",10.82,">5cm-14cm"
"609",1097,"S5","T2","P. effusa",2.67533333333333,">2cm-5cm"
"610",1098,"S5","T2","P. grandis",17.4413333333333,">14cm"
"611",1099,"S5","T2","P. effusa",2.788,">2cm-5cm"
"612",1100,"S5","T2","P. effusa",2.69066666666667,">2cm-5cm"
"613",1101,"S5","T2","P. meandrina",8.80633333333333,">5cm-14cm"
"614",1102,"S5","T2","P. meandrina",4.715,">2cm-5cm"
"615",1103,"S5","T2","P. meandrina",13.2536666666667,">5cm-14cm"
"616",1104,"S5","T2","P. verrucosa",100,">14cm"
"617",1105,"S5","T2","P. meandrina",1.30266666666667,"0-2cm"
"618",1106,"S5","T2","P. tuahiniensis",2.156,">2cm-5cm"
"619",1107,"S5","T2","P. tuahiniensis",2.01233333333333,">2cm-5cm"
"620",1108,"S5","T2","P. effusa",9.36433333333333,">5cm-14cm"
"621",1109,"S5","T3","P. grandis",2.956,">2cm-5cm"
"622",1110,"S5","T3","P. effusa",3.31533333333333,">2cm-5cm"
"623",1111,"S5","T3","P. meandrina",2.91033333333333,">2cm-5cm"
"624",1113,"S5","T3","P. meandrina",100,">14cm"
"625",1114,"S5","T3","P. meandrina",1.06133333333333,"0-2cm"
"626",1115,"S5","T3","P. grandis",1.398,"0-2cm"
"627",1116,"S5","T3","P. meandrina",1.16466666666667,"0-2cm"
"628",1117,"S5","T3","P. effusa",1.57766666666667,"0-2cm"
"629",1118,"S5","T3","P. meandrina",1.71533333333333,"0-2cm"
"630",1119,"S5","T3","P. effusa",2.275,">2cm-5cm"
"631",1120,"S5","T3","P. acuta",2.064,">2cm-5cm"
"632",1121,"S5","T3","P. effusa",3.693,">2cm-5cm"
"633",1123,"S5","T3","P. meandrina",0.931333333333333,"0-2cm"
"634",1125,"S5","T3","P. meandrina",8.71466666666667,">5cm-14cm"
"635",1126,"S5","T3","P. effusa",2.803,">2cm-5cm"
"636",1127,"S5","T3","P. effusa",2.755,">2cm-5cm"
"637",1128,"S5","T3","P. meandrina",7.29033333333333,">5cm-14cm"
"638",1129,"S5","T3","P. meandrina",2.342,">2cm-5cm"
"639",1130,"S5","T3","P. tuahiniensis",100,">14cm"
"640",1131,"S5","T3","P. tuahiniensis",100,">14cm"
"641",1132,"S5","T3","P. tuahiniensis",4.15633333333333,">2cm-5cm"
"642",1134,"S5","T3","P. tuahiniensis",1.89966666666667,"0-2cm"
"643",1135,"S5","T3","P. meandrina",2.218,">2cm-5cm"
"644",1136,"S5","T3","P. meandrina",1.47133333333333,"0-2cm"
"645",1137,"S5","T3","P. meandrina",1.4,"0-2cm"
"646",1138,"S5","T3","P. verrucosa",11.5346666666667,">5cm-14cm"
"647",1139,"S5","T3","P. meandrina",6.72866666666667,">5cm-14cm"
"648",1140,"S5","T3","P. meandrina",2.497,">2cm-5cm"
"649",1141,"S5","T3","P. effusa",5.33533333333333,">5cm-14cm"
"650",1142,"S5","T3","P. effusa",2.201,">2cm-5cm"
"651",1143,"S5","T3","P. effusa",2.496,">2cm-5cm"
"652",1144,"S5","T3","P. effusa",2.20166666666667,">2cm-5cm"
"653",1145,"S5","T3","P. meandrina",1.284,"0-2cm"
"654",1146,"S5","T3","P. meandrina",2.92033333333333,">2cm-5cm"
"655",1147,"S5","T3","P. effusa",2.034,">2cm-5cm"
"656",1153,"S5","T3","P. meandrina",6.92133333333333,">5cm-14cm"
"657",1156,"S5","T3","P. effusa",2.05466666666667,">2cm-5cm"
"658",1157,"S5","T4","P. verrucosa",5.07266666666667,">5cm-14cm"
"659",1158,"S5","T3","P. effusa",1.68166666666667,"0-2cm"
"660",1160,"S5","T3","P. meandrina",19.1713333333333,">14cm"
"661",1161,"S5","T2","P. tuahiniensis",1.58033333333333,"0-2cm"
"662",1162,"S5","T2","P. meandrina",4.83166666666667,">2cm-5cm"
"663",1163,"S5","T2","P. grandis",0.956333333333333,"0-2cm"
"664",1164,"S5","T2","P. tuahiniensis",2.04233333333333,">2cm-5cm"
"665",1165,"S5","T2","P. grandis",100,">14cm"
"666",1166,"S5","T2","P. meandrina",8.95433333333333,">5cm-14cm"
"667",1167,"S5","T2","P. effusa",8.04033333333333,">5cm-14cm"
"668",1168,"S5","T2","P. effusa",5.563,">5cm-14cm"
"669",1169,"S5","T2","P. effusa",3.605,">2cm-5cm"
"670",1170,"S5","T2","P. effusa",1.23333333333333,"0-2cm"
"671",1171,"S5","T2","P. meandrina",100,">14cm"
"672",1173,"S5","T2","P. verrucosa",17.3936666666667,">14cm"
"673",1174,"S5","T2","P. verrucosa",100,">14cm"
"674",1175,"S5","T2","P. effusa",1.588,"0-2cm"
"675",1176,"S5","T2","P. acuta",3.05666666666667,">2cm-5cm"
"676",1177,"S5","T2","P. meandrina",1.886,"0-2cm"
"677",1178,"S5","T2","P. verrucosa",100,">14cm"
"678",1179,"S5","T2","P. meandrina",100,">14cm"
"679",1180,"S5","T2","P. meandrina",1.04266666666667,"0-2cm"
"680",1181,"S5","T2","P. meandrina",14.35,">14cm"
"681",1182,"S5","T2","P. effusa",5.20633333333333,">5cm-14cm"
"682",1189,"S5","T4","P. meandrina",1.21566666666667,"0-2cm"
"683",1197,"S5","T4","P. meandrina",2.40166666666667,">2cm-5cm"
"684",1202,"S5","T4","P. tuahiniensis",1.43966666666667,"0-2cm"
"685",1214,"S5","T4","P. grandis",8.234,">5cm-14cm"
"686",1218,"S5","T4","P. meandrina",1.21233333333333,"0-2cm"
"687",1221,"S5","T4","P. meandrina",1.29933333333333,"0-2cm"
"688",1222,"S5","T4","P. meandrina",3.61566666666667,">2cm-5cm"
"689",1223,"S5","T4","P. grandis",1.618,"0-2cm"
"690",1225,"S5","T4","P. meandrina",1.34733333333333,"0-2cm"
"691",1230,"S5","T4","P. effusa",1.17766666666667,"0-2cm"
"692",1261,"S5","T4","P. tuahiniensis",1.88966666666667,"0-2cm"
"693",1265,"S5","T4","P. effusa",1.86966666666667,"0-2cm"
"694",1266,"S5","T4","P. meandrina",4.53566666666667,">2cm-5cm"
"695",1267,"S5","T4","P. verrucosa",2.32133333333333,">2cm-5cm"
"696",1297,"S5","T5","P. meandrina",2.94733333333333,">2cm-5cm"
"697",1317,"S15","T1","P. tuahiniensis",18.6966666666667,">14cm"
"698",1318,"S15","T1","P. grandis",29.5626666666667,">14cm"
"699",1319,"S15","T1","P. effusa",2.216,">2cm-5cm"
"700",1320,"S15","T1","P. verrucosa",21.811,">14cm"
"701",1321,"S15","T1","P. meandrina",26.5696666666667,">14cm"
"702",1322,"S15","T1","P. meandrina",0.75,"0-2cm"
"703",1325,"S15","T1","P. grandis",5.58433333333333,">5cm-14cm"
"704",1335,"S5","T5","P. meandrina",2.732,">2cm-5cm"
"705",1348,"S15","T1","P. meandrina",1.46766666666667,"0-2cm"
"706",1349,"S2","T1","P. meandrina",100,">14cm"
"707",1352,"S2","T1","P. tuahiniensis",2.13833333333333,">2cm-5cm"
"708",1353,"S2","T1","P. meandrina",2.327,">2cm-5cm"
"709",1354,"S2","T1","P. effusa",0.989333333333333,"0-2cm"
"710",1355,"S2","T1","P. grandis",1.893,"0-2cm"
"711",1356,"S2","T1","P. meandrina",100,">14cm"
"712",1357,"S2","T1","P. meandrina",1.78433333333333,"0-2cm"
"713",1358,"S2","T1","P. grandis",1.86833333333333,"0-2cm"
"714",1361,"S5","T6","P. meandrina",2.121,">2cm-5cm"
"715",1365,"S5","T6","P. effusa",1.391,"0-2cm"
"716",1366,"S5","T6","P. tuahiniensis",1.46566666666667,"0-2cm"
"717",1367,"S5","T6","P. effusa",1.404,"0-2cm"
"718",1368,"S5","T6","P. meandrina",17.9526666666667,">14cm"
"719",1369,"S5","T6","P. meandrina",0.744666666666667,"0-2cm"
"720",1372,"S5","T6","P. meandrina",1.693,"0-2cm"
"721",1374,"S5","T6","P. effusa",1.28233333333333,"0-2cm"
"722",1375,"S5","T6","P. effusa",3.12066666666667,">2cm-5cm"
"723",1376,"S5","T6","P. effusa",1.40266666666667,"0-2cm"
"724",1378,"S5","T6","P. effusa",1.34433333333333,"0-2cm"
"725",1379,"S5","T6","P. meandrina",1.744,"0-2cm"
"726",1380,"S5","T6","P. meandrina",1.10633333333333,"0-2cm"
"727",1381,"S5","T6","P. effusa",3.10666666666667,">2cm-5cm"
"728",1383,"S5","T6","P. tuahiniensis",15.6576666666667,">14cm"
"729",1385,"S15","T1","P. meandrina",31.415,">14cm"
"730",1386,"S15","T1","P. meandrina",100,">14cm"
"731",1387,"S15","T1","P. meandrina",12.0106666666667,">5cm-14cm"
"732",1388,"S15","T1","P. meandrina",1.739,"0-2cm"
"733",1389,"S15","T1","P. acuta",0.539,"0-2cm"
"734",1390,"S15","T1","P. meandrina",0.386666666666667,"0-2cm"
"735",1391,"S15","T1","P. meandrina",3.40933333333333,">2cm-5cm"
"736",1392,"S15","T1","P. verrucosa",31.112,">14cm"
"737",1393,"S15","T1","P. tuahiniensis",11.102,">5cm-14cm"
"738",1394,"S15","T1","P. meandrina",24.7013333333333,">14cm"
"739",1396,"S15","T1","P. meandrina",17.9076666666667,">14cm"
"740",1397,"S15","T1","P. meandrina",17.0796666666667,">14cm"
"741",1398,"S15","T1","P. meandrina",32.0633333333333,">14cm"
"742",1399,"S15","T1","P. grandis",18.0046666666667,">14cm"
"743",1400,"S15","T1","P. verrucosa",17.077,">14cm"
"744",1401,"S15","T1","P. meandrina",7.15133333333333,">5cm-14cm"
"745",1402,"S15","T1","P. meandrina",4.00566666666667,">2cm-5cm"
"746",1403,"S15","T1","P. meandrina",8.42533333333333,">5cm-14cm"
"747",1404,"S15","T1","P. grandis",1.745,"0-2cm"
"748",1405,"S15","T1","P. meandrina",1.90666666666667,"0-2cm"
"749",1406,"S15","T1","P. meandrina",1.668,"0-2cm"
"750",1408,"S15","T1","P. tuahiniensis",1.27666666666667,"0-2cm"
"751",1409,"S15","T1","P. tuahiniensis",10.5196666666667,">5cm-14cm"
"752",1410,"S15","T1","P. tuahiniensis",1.72366666666667,"0-2cm"
"753",1411,"S15","T1","P. meandrina",1.20466666666667,"0-2cm"
"754",1412,"S15","T1","P. tuahiniensis",100,">14cm"
"755",1413,"S15","T1","P. tuahiniensis",36.4286666666667,">14cm"
"756",1414,"S15","T1","P. tuahiniensis",100,">14cm"
"757",1415,"S15","T1","P. tuahiniensis",100,">14cm"
"758",1416,"S15","T1","P. tuahiniensis",2.53633333333333,">2cm-5cm"
"759",1417,"S15","T1","P. tuahiniensis",3.16433333333333,">2cm-5cm"
"760",1418,"S15","T1","P. meandrina",8.63066666666667,">5cm-14cm"
"761",1420,"S15","T1","P. meandrina",100,">14cm"
"762",1421,"S15","T1","P. meandrina",7.745,">5cm-14cm"
"763",1422,"S15","T1","P. meandrina",1.01233333333333,"0-2cm"
"764",1423,"S15","T1","P. meandrina",7.606,">5cm-14cm"
"765",1424,"S15","T1","P. meandrina",1.19566666666667,"0-2cm"
"766",1425,"S15","T1","P. meandrina",1.574,"0-2cm"
"767",1426,"S15","T1","P. meandrina",4.61566666666667,">2cm-5cm"
"768",1427,"S15","T1","P. meandrina",1.23466666666667,"0-2cm"
"769",1428,"S15","T1","P. meandrina",1.17433333333333,"0-2cm"
"770",1429,"S15","T1","P. meandrina",0.85,"0-2cm"
"771",1430,"S15","T1","P. meandrina",5.998,">5cm-14cm"
"772",1431,"S15","T1","P. tuahiniensis",8.65666666666667,">5cm-14cm"
"773",1432,"S15","T1","P. meandrina",100,">14cm"
"774",1433,"S15","T1","P. meandrina",1.62966666666667,"0-2cm"
"775",1434,"S15","T1","P. verrucosa",1.47733333333333,"0-2cm"
"776",1435,"S15","T1","P. grandis",17.2066666666667,">14cm"
"777",1436,"S15","T1","P. grandis",0.772333333333333,"0-2cm"
"778",1437,"S15","T1","P. tuahiniensis",0.588666666666667,"0-2cm"
"779",1438,"S15","T1","P. tuahiniensis",23.996,">14cm"
"780",1439,"S15","T1","P. meandrina",10.376,">5cm-14cm"
"781",1440,"S15","T1","P. grandis",4.01133333333333,">2cm-5cm"
"782",1442,"S15","T1","P. meandrina",11.5236666666667,">5cm-14cm"
"783",1443,"S15","T1","P. meandrina",1.50866666666667,"0-2cm"
"784",1444,"S15","T1","P. grandis",1.534,"0-2cm"
"785",1445,"S15","T1","P. meandrina",13.0676666666667,">5cm-14cm"
"786",1446,"S15","T1","P. meandrina",1.78266666666667,"0-2cm"
"787",1447,"S15","T1","P. grandis",0.397333333333333,"0-2cm"
"788",1448,"S15","T1","P. tuahiniensis",1.47333333333333,"0-2cm"
"789",1449,"S15","T1","P. tuahiniensis",10.5436666666667,">5cm-14cm"
"790",1450,"S15","T1","P. tuahiniensis",28.9906666666667,">14cm"
"791",1451,"S15","T1","P. tuahiniensis",24.5146666666667,">14cm"
"792",1453,"S15","T1","P. meandrina",3.12166666666667,">2cm-5cm"
"793",1454,"S5","T6","P. meandrina",3.92,">2cm-5cm"
"794",1455,"S5","T6","P. tuahiniensis",1.41666666666667,"0-2cm"
"795",1456,"S5","T6","P. meandrina",20.092,">14cm"
"796",1457,"S5","T6","P. meandrina",6.42233333333333,">5cm-14cm"
"797",1458,"S5","T6","P. meandrina",2.38766666666667,">2cm-5cm"
"798",1460,"S15","T1","P. meandrina",1.494,"0-2cm"
"799",1462,"S5","T6","P. meandrina",2.75333333333333,">2cm-5cm"
"800",1463,"S5","T6","P. effusa",2.04,">2cm-5cm"
"801",1464,"S5","T6","P. meandrina",2.41966666666667,">2cm-5cm"
"802",1465,"S5","T6","P. meandrina",2.026,">2cm-5cm"
"803",1466,"S5","T6","P. tuahiniensis",0.819666666666667,"0-2cm"
"804",1467,"S5","T6","P. tuahiniensis",17.673,">14cm"
"805",1468,"S5","T6","P. meandrina",5.079,">5cm-14cm"
