Number,gDNA.Extraction.Plate,Well,,,,,,
1921,Plate036,E12,,FALSE,,,,
2012,Plate036,F1,,FALSE,,,,
1264,Plate036,F2,,FALSE,,,,
1116,Plate036,F3,,FALSE,,,,
1156,Plate036,F4,,FALSE,,,,
1121,Plate036,F5,duplicate,TRUE,1121 S5T3,,,
1058,Plate036,F6,,FALSE,,,,
1082,Plate036,F7,,FALSE,,,,
942,Plate036,F8,,FALSE,,,,
1140,Plate036,F9,,FALSE,,,,
1147,Plate036,F10,,FALSE,,,,
1148,Plate036,F11,,FALSE,,,,
1128,Plate036,F12,,FALSE,,,,
1125,Plate036,G1,,FALSE,,,,
1118,Plate036,G2,,FALSE,,,,
1159,Plate036,G3,,FALSE,,,,
1062,Plate036,G4,,FALSE,,,,
1111,Plate036,G5,,FALSE,,,,
1131,Plate036,G6,,FALSE,,,,
939,Plate036,G7,,FALSE,,,,
1221,Plate036,G8,,FALSE,,,,
1113,Plate036,G9,,FALSE,,,,
941,Plate036,G10,,FALSE,,,,
1057,Plate036,G11,,FALSE,,,,
1083,Plate036,G12,,FALSE,,,,
1051,Plate036,H1,,FALSE,,,,
937,Plate036,H2,,FALSE,,,,
1085,Plate036,H3,,FALSE,,,,
1124,Plate036,H4,,FALSE,,,,
1222,Plate036,H5,,FALSE,,,,
932,Plate036,H6,,FALSE,,,,
1138,Plate036,H7,,FALSE,,,,
1072,Plate036,H8,,FALSE,,,,
1114,Plate036,H9,,FALSE,,,,
1067,Plate036,H10,,FALSE,,,,
930,Plate036,H11,,FALSE,,,,
1079,Plate036,H12,,FALSE,,,,
1063,Plate037,A1,,FALSE,,,,
1214,Plate037,A2,,FALSE,,,,
1160,Plate037,A3,,FALSE,,,,
1073,Plate037,A4,,FALSE,,,,
1074,Plate037,A5,,FALSE,,,,
1064,Plate037,A6,,FALSE,,,,
1120,Plate037,A7,,FALSE,,,,
947,Plate037,A8,,FALSE,,,,
1059,Plate037,A9,,FALSE,,,,
931,Plate037,A10,,FALSE,,,,
1218,Plate037,A11,,FALSE,,,,
1075,Plate037,A12,,FALSE,,,,
1129,Plate037,B1,,FALSE,,,,
1069,Plate037,B2,,FALSE,,,,
1076,Plate037,B3,,FALSE,,,,
1153,Plate037,B4,,FALSE,,,,
945,Plate037,B5,,FALSE,,,,
1109,Plate037,B6,,FALSE,,,,
1141,Plate037,B7,,FALSE,,,,
1266,Plate037,B8,,FALSE,,,,
1202,Plate037,B9,,FALSE,,,,
1144,Plate037,B10,,FALSE,,,,
1065,Plate037,B11,,FALSE,,,,
1121,Plate037,B12,duplicate,TRUE,1121 S5T3,,,
1066,Plate037,C1,,FALSE,,,,
1080,Plate037,C2,,FALSE,,,,
944,Plate037,C3,,FALSE,,,,
1136,Plate037,C4,,FALSE,,,,
1265,Plate037,C5,,FALSE,,,,
1223,Plate037,C6,,FALSE,,,,
1135,Plate037,C7,,FALSE,,,,
949,Plate037,C8,,FALSE,,,,
1061,Plate037,C9,,FALSE,,,,
1119,Plate037,C10,,FALSE,,,,
951,Plate037,C11,,FALSE,,,,
1078,Plate037,C12,,FALSE,,,,
1056,Plate037,D1,,FALSE,,,,
1267,Plate037,D2,,FALSE,,,,
1261,Plate037,D3,,FALSE,,,,
1068,Plate037,D4,,FALSE,,,,
1146,Plate037,D5,,FALSE,,,,
1071,Plate037,D6,,FALSE,,,,
1070,Plate037,D7,,FALSE,,,,
1084,Plate037,D8,,FALSE,,,,
940,Plate037,D9,,FALSE,,,,
950,Plate037,D10,,FALSE,,,,
918,Plate037,D11,,FALSE,,,,
875,Plate037,D12,,FALSE,,,,
897,Plate037,E1,,FALSE,,,,
785,Plate037,E2,,FALSE,,,,
743,Plate037,E3,,FALSE,,,,
870,Plate037,E4,,FALSE,,,,
886,Plate037,E5,,FALSE,,,,
800,Plate037,E6,,FALSE,,,,
837,Plate037,E7,,FALSE,,,,
765,Plate037,E8,,FALSE,,,,
797,Plate037,E9,,FALSE,,,,
829,Plate037,E10,,FALSE,,,,
784,Plate037,E11,,FALSE,,,,
768,Plate037,E12,,FALSE,,,,
882,Plate037,F1,,FALSE,,,,
813,Plate037,F2,,FALSE,,,,
900,Plate037,F3,,FALSE,,,,
841,Plate037,F4,,FALSE,,,,
924,Plate037,F5,,FALSE,,,,
748,Plate037,F6,,FALSE,,,,
891,Plate037,F7,,FALSE,,,,
922,Plate037,F8,,FALSE,,,,
789,Plate037,F9,,FALSE,,,,
884,Plate037,F10,,FALSE,,,,
780,Plate037,F11,,FALSE,,,,
901,Plate037,F12,,FALSE,,,,
840,Plate037,G1,,FALSE,,,,
760,Plate037,G2,,FALSE,,,,
795,Plate037,G3,,FALSE,,,,
928,Plate037,G4,,FALSE,,,,
762,Plate037,G5,,FALSE,,,,
742,Plate037,G6,,FALSE,,,,
766,Plate037,G7,,FALSE,,,,
793,Plate037,G8,,FALSE,,,,
802,Plate037,G9,,FALSE,,,,
903,Plate037,G10,,FALSE,,,,
790,Plate037,G11,,FALSE,,,,
821,Plate037,G12,,FALSE,,,,
818,Plate037,H1,,FALSE,,,,
783,Plate037,H2,,FALSE,,,,
902,Plate037,H3,,FALSE,,,,
896,Plate037,H4,,FALSE,,,,
826,Plate037,H5,,FALSE,,,,
801,Plate037,H6,,FALSE,,,,
904,Plate037,H7,,FALSE,,,,
756,Plate037,H8,,FALSE,,,,
791,Plate037,H9,,FALSE,,,,
809,Plate037,H10,,FALSE,,,,
781,Plate037,H11,duplicate,TRUE,781 S5T1,,,
788,Plate037,H12,,FALSE,,,,
814,Plate038,A1,,FALSE,,,,
892,Plate038,A2,,FALSE,,,,
799,Plate038,A3,,FALSE,,,,
905,Plate038,A4,,FALSE,,,,
787,Plate038,A5,,FALSE,,,,
910,Plate038,A6,,FALSE,,,,
893,Plate038,A7,,FALSE,,,,
921,Plate038,A8,,FALSE,,,,
883,Plate038,A9,,FALSE,,,,
781,Plate038,A10,duplicate,TRUE,781 S5T1,,,
881,Plate038,A11,,FALSE,,,,
808,Plate038,A12,,FALSE,,,,
894,Plate038,B1,,FALSE,,,,
806,Plate038,B2,,FALSE,,,,
759,Plate038,B3,,FALSE,,,,
823,Plate038,B4,,FALSE,,,,
830,Plate038,B5,,FALSE,,,,
779,Plate038,B6,,FALSE,,,,
812,Plate038,B7,,FALSE,,,,
825,Plate038,B8,,FALSE,,,,
816,Plate038,B9,,FALSE,,,,
842,Plate038,B10,,FALSE,,,,
877,Plate038,B11,duplicate,TRUE,877 S5T1,,,
909,Plate038,B12,,FALSE,,,,
828,Plate038,C1,,FALSE,,,,
822,Plate038,C2,,FALSE,,,,
764,Plate038,C3,,FALSE,,,,
819,Plate038,C4,,FALSE,,,,
888,Plate038,C5,,FALSE,,,,
877,Plate038,C6,duplicate,TRUE,877 S5T1,,,
839,Plate038,C7,,FALSE,,,,
3898,Plate038,C8,,FALSE,,,,
3936,Plate038,C9,,FALSE,,,,
3804,Plate038,C10,,FALSE,,,,
3789,Plate038,C11,,FALSE,,,,
3894,Plate038,C12,,FALSE,,,,
3826,Plate038,D1,,FALSE,,,,
3900,Plate038,D2,,FALSE,,,,
3925,Plate038,D3,,FALSE,,,,
3910,Plate038,D4,,FALSE,,,,
3929,Plate038,D5,,FALSE,,,,
3907,Plate038,D6,,FALSE,,,,
3928,Plate038,D7,,FALSE,,,,
3931,Plate038,D8,,FALSE,,,,
3930,Plate038,D9,,FALSE,,,,
3933,Plate038,D10,,FALSE,,,,
3940,Plate038,D11,,FALSE,,,,
