Date_french_format,Number,Site,Transect,SEM_sample,Bag_name,Localisation,SEM_sample_backup,Box_name_backup,Localisation_backup,Bulk_density,Localisation_Bulk_density,Comment
16/02/2023,1187,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1188,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1189,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1190,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1191,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1192,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1193,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1194,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1195,S5,T4,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
16/02/2023,1196,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1197,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1198,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1199,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1200,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1201,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1202,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1204,S5,T4,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
16/02/2023,1203,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1205,S5,T4,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
16/02/2023,1206,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1207,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1208,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1209,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1210,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1211,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1212,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1213,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1214,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1215,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1216,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1217,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1218,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1219,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1220,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1221,S5,T4,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
16/02/2023,1222,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1223,S5,T4,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
16/02/2023,1224,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1225,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,very small piece
16/02/2023,1226,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1227,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1228,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1229,S5,T4,NA,NA,NA,NA,NA,NA,NA,NA,
16/02/2023,1230,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1261,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1262,S5,T4,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
16/02/2023,1263,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/02/2023,1264,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,NA,
16/02/2023,1265,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1266,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
16/02/2023,1267,S5,T4,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
20/02/2023,1239,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,NA,NA,
20/02/2023,1240,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1241,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1242,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1243,S1,T1,NA,NA,NA,NA,NA,NA,NA,NA,
20/02/2023,1244,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1245,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1246,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1247,S1,T1,NA,NA,NA,NA,NA,NA,NA,NA,
20/02/2023,1248,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1249,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1250,S1,T1,NA,NA,NA,NA,NA,NA,NA,NA,
20/02/2023,1251,S1,T1,NA,NA,NA,NA,NA,NA,NA,NA,
20/02/2023,1252,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1253,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,NA,NA,
20/02/2023,1254,S1,T1,NA,NA,NA,NA,NA,NA,NA,NA,
20/02/2023,1255,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,NA,NA,
20/02/2023,1256,S1,T1,YES,Site1_data,Moorea,NA,NA,NA,NA,NA,
20/02/2023,1257,S1,T1,YES,Site1_data,Moorea,NA,NA,NA,NA,NA,
20/02/2023,1258,S1,T1,NA,NA,NA,NA,NA,NA,NA,NA,
20/02/2023,1259,S1,T1,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1260,S1,T1,NA,NA,NA,NA,NA,NA,NA,NA,
20/02/2023,1232,S1,T2,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1233,S1,T2,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1234,S1,T2,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1235,S1,T2,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1236,S1,T2,YES,Site1_data,Moorea,YES,Site1_backup_data,Moorea,YES,Moorea,
20/02/2023,1237,S1,T2,YES,Site1_data,Moorea,NA,NA,NA,NA,NA,
20/02/2023,1238,S1,T2,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1231,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,NA,NA,
21/02/2023,1268,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1269,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1270,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1271,S1,T3,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1272,S1,T3,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1273,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1274,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1275,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1276,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1277,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1278,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,NA,NA,
21/02/2023,1279,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1280,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1282,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1286,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1306,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1307,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,NA,NA,
21/02/2023,1309,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1310,S1,T3,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1311,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1312,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,NA,
21/02/2023,1313,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1314,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1315,S1,T3,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1347,S1,T3,YES,NA,IS,NA,NA,NA,NA,NA,
21/02/2023,1281,S1,T4,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1283,S1,T4,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1284,S1,T4,YES,NA,IS,YES,Site1_backup_data,Moorea,NA,NA,
21/02/2023,1308,S1,T4,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1285,S1,T5,YES,NA,IS,YES,Site1_backup_data,Moorea,NA,NA,
21/02/2023,1287,S1,T5,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1304,S1,T5,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1305,S1,T5,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1314,S1,T5,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1288,S1,T6,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1289,S1,T6,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1290,S1,T6,YES,NA,IS,YES,Site1_backup_data,Moorea,NA,NA,
21/02/2023,1291,S1,T6,NA,NA,NA,NA,NA,NA,NA,NA,
21/02/2023,1292,S1,T6,YES,NA,IS,YES,Site1_backup_data,Moorea,YES,Moorea,
21/02/2023,1293,S1,T6,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/23,1294,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
9/3/23,1295,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1296,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1297,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1298,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
9/3/23,1299,S5,T5,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
9/3/23,1300,S5,T5,YES,Site5_data,Moorea,NA,NA,NA,NA,NA,
9/3/23,1301,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1302,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1303,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1316,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1326,S5,T5,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/23,1327,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1328,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1329,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
9/3/23,1330,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1331,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1332,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
9/3/23,1333,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1334,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,NA,NA,
9/3/23,1335,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1336,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1337,S5,T5,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/23,1338,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1339,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1340,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1341,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1342,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1343,S5,T5,NA,NA,NA,NA,NA,NA,NA,NA,
9/3/23,1344,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1345,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
9/3/23,1346,S5,T5,YES,Site5_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/03/2023,1317,S15,T1,YES,Site15_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/03/2023,1318,S15,T1,YES,Site15_data,Moorea,YES,Site5_backup_data,Moorea,YES,Moorea,
16/03/2023,1319,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
16/03/2023,1320,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1321,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1322,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1324,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
16/03/2023,1325,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
16/03/2023,1348,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1384,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1385,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1386,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1387,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1388,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1389,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1390,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1391,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1392,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1393,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1394,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1395,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1396,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1397,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1398,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1399,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1400,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1401,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1402,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1403,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1404,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1405,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1406,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
16/03/2023,1407,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1408,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1409,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1410,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1411,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1412,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1413,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1414,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1415,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1416,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1417,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1418,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1419,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1420,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1421,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1422,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1423,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
16/03/2023,1424,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1425,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1426,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1427,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1428,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1429,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1430,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1431,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1432,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1433,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
16/03/2023,1434,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1435,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1436,S15,T1,NA,NA,NA,NA,NA,NA,NA,Moorea,
16/03/2023,1437,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1438,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1439,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1440,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1441,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,NA,NA,
16/03/2023,1442,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1443,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1444,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1445,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1446,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1447,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1448,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1449,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1450,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1451,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1453,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1460,S15,T1,YES,Site15_data,Moorea,NA,NA,NA,NA,NA,
16/03/2023,1461,S15,T1,NA,NA,NA,NA,NA,NA,NA,NA,
16/03/2023,1495,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1496,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
16/03/2023,1497,S15,T1,YES,Site15_data,Moorea,YES,Site15_backup_data,Moorea,YES,Moorea,
18/03/2023,1360,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1361,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1362,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,NA,Moorea,
18/03/2023,1363,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,NA,
18/03/2023,1364,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1365,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1366,S5,T6,YES,NA,IS,NA,NA,NA,NA,NA,
18/03/2023,1367,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,NA,NA,
18/03/2023,1368,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1369,S5,T6,NA,NA,NA,NA,NA,NA,NA,Moorea,
18/03/2023,1370,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,NA,
18/03/2023,1371,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1372,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,NA,NA,
18/03/2023,1373,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1374,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1375,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1376,S5,T6,YES,NA,IS,NA,NA,NA,NA,NA,
18/03/2023,1377,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1378,S5,T6,YES,NA,IS,NA,NA,NA,NA,Moorea,
18/03/2023,1379,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1380,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1381,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1382,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1383,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1454,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1455,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1456,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1457,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1458,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1462,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,NA,NA,
18/03/2023,1463,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1464,S5,T6,YES,NA,IS,NA,NA,NA,NA,NA,
18/03/2023,1465,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1466,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1467,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1468,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,NA,
18/03/2023,1469,S5,T6,YES,NA,IS,NA,NA,NA,NA,NA,
18/03/2023,1470,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
18/03/2023,1471,S5,T6,NA,NA,NA,NA,NA,NA,NA,NA,
18/03/2023,1472,S5,T6,YES,NA,IS,YES,Site5_backup_data,Moorea,YES,Moorea,
