year,site,habitat,depth,quad,patch,benthic_category,percent_cover
2005,LTER_6,Backreef,2,NA2,1,coral,54
2005,LTER_6,Backreef,2,NA2,1,ctb,38
2005,LTER_6,Backreef,2,NA2,1,macroalgae,0
2005,LTER_6,Backreef,2,NA2,1,millepora,0
2005,LTER_6,Backreef,2,NA2,1,sand,8
2005,LTER_6,Backreef,2,NA2,2,coral,16
2005,LTER_6,Backreef,2,NA2,2,ctb,44
2005,LTER_6,Backreef,2,NA2,2,macroalgae,0
2005,LTER_6,Backreef,2,NA2,2,millepora,0
2005,LTER_6,Backreef,2,NA2,2,sand,40
2005,LTER_6,Backreef,2,NA2,3,coral,36
2005,LTER_6,Backreef,2,NA2,3,ctb,64
2005,LTER_6,Backreef,2,NA2,3,macroalgae,0
2005,LTER_6,Backreef,2,NA2,3,millepora,0
2005,LTER_6,Backreef,2,NA2,3,sand,0
2005,LTER_6,Backreef,2,NA2,4,coral,24
2005,LTER_6,Backreef,2,NA2,4,ctb,72
2005,LTER_6,Backreef,2,NA2,4,macroalgae,0
2005,LTER_6,Backreef,2,NA2,4,millepora,0
2005,LTER_6,Backreef,2,NA2,4,sand,4
2005,LTER_6,Backreef,2,NA2,5,coral,12
2005,LTER_6,Backreef,2,NA2,5,ctb,88
2005,LTER_6,Backreef,2,NA2,5,macroalgae,0
2005,LTER_6,Backreef,2,NA2,5,millepora,0
2005,LTER_6,Backreef,2,NA2,5,sand,0
2005,LTER_6,Backreef,2,NA20,1,coral,8
2005,LTER_6,Backreef,2,NA20,1,ctb,0
2005,LTER_6,Backreef,2,NA20,1,macroalgae,0
2005,LTER_6,Backreef,2,NA20,1,millepora,0
2005,LTER_6,Backreef,2,NA20,1,sand,92
2005,LTER_6,Backreef,2,NA20,2,coral,12
2005,LTER_6,Backreef,2,NA20,2,ctb,64
2005,LTER_6,Backreef,2,NA20,2,macroalgae,0
2005,LTER_6,Backreef,2,NA20,2,millepora,0
2005,LTER_6,Backreef,2,NA20,2,sand,24
2005,LTER_6,Backreef,2,NA20,3,coral,16
2005,LTER_6,Backreef,2,NA20,3,ctb,52
2005,LTER_6,Backreef,2,NA20,3,macroalgae,8
2005,LTER_6,Backreef,2,NA20,3,millepora,0
2005,LTER_6,Backreef,2,NA20,3,sand,24
2005,LTER_6,Backreef,2,NA20,4,coral,60
2005,LTER_6,Backreef,2,NA20,4,ctb,40
2005,LTER_6,Backreef,2,NA20,4,macroalgae,0
2005,LTER_6,Backreef,2,NA20,4,millepora,0
2005,LTER_6,Backreef,2,NA20,4,sand,0
2005,LTER_6,Backreef,2,NA20,5,coral,68
2005,LTER_6,Backreef,2,NA20,5,ctb,20
2005,LTER_6,Backreef,2,NA20,5,macroalgae,0
2005,LTER_6,Backreef,2,NA20,5,millepora,12
2005,LTER_6,Backreef,2,NA20,5,sand,0
2005,LTER_6,Backreef,2,NA3,1,coral,24
2005,LTER_6,Backreef,2,NA3,1,ctb,64
2005,LTER_6,Backreef,2,NA3,1,macroalgae,0
2005,LTER_6,Backreef,2,NA3,1,millepora,0
2005,LTER_6,Backreef,2,NA3,1,sand,12
2005,LTER_6,Backreef,2,NA3,2,coral,24
2005,LTER_6,Backreef,2,NA3,2,ctb,64
2005,LTER_6,Backreef,2,NA3,2,macroalgae,0
2005,LTER_6,Backreef,2,NA3,2,millepora,0
2005,LTER_6,Backreef,2,NA3,2,sand,12
2005,LTER_6,Backreef,2,NA3,3,coral,28
2005,LTER_6,Backreef,2,NA3,3,ctb,72
2005,LTER_6,Backreef,2,NA3,3,macroalgae,0
2005,LTER_6,Backreef,2,NA3,3,millepora,0
2005,LTER_6,Backreef,2,NA3,3,sand,0
2005,LTER_6,Backreef,2,NA3,4,coral,56
2005,LTER_6,Backreef,2,NA3,4,ctb,32
2005,LTER_6,Backreef,2,NA3,4,macroalgae,0
2005,LTER_6,Backreef,2,NA3,4,millepora,0
2005,LTER_6,Backreef,2,NA3,4,sand,12
2005,LTER_6,Backreef,2,NA3,5,coral,20
2005,LTER_6,Backreef,2,NA3,5,ctb,72
2005,LTER_6,Backreef,2,NA3,5,macroalgae,0
2005,LTER_6,Backreef,2,NA3,5,millepora,0
2005,LTER_6,Backreef,2,NA3,5,sand,8
2005,LTER_6,Backreef,2,NA4,1,coral,64
2005,LTER_6,Backreef,2,NA4,1,ctb,12
2005,LTER_6,Backreef,2,NA4,1,macroalgae,0
2005,LTER_6,Backreef,2,NA4,1,millepora,0
2005,LTER_6,Backreef,2,NA4,1,sand,24
2005,LTER_6,Backreef,2,NA4,2,coral,0
2005,LTER_6,Backreef,2,NA4,2,ctb,88
2005,LTER_6,Backreef,2,NA4,2,macroalgae,0
2005,LTER_6,Backreef,2,NA4,2,millepora,0
2005,LTER_6,Backreef,2,NA4,2,sand,12
2005,LTER_6,Backreef,2,NA4,3,coral,28
2005,LTER_6,Backreef,2,NA4,3,ctb,68
2005,LTER_6,Backreef,2,NA4,3,macroalgae,0
2005,LTER_6,Backreef,2,NA4,3,millepora,0
2005,LTER_6,Backreef,2,NA4,3,sand,4
2005,LTER_6,Backreef,2,NA4,4,coral,20
2005,LTER_6,Backreef,2,NA4,4,ctb,80
2005,LTER_6,Backreef,2,NA4,4,macroalgae,0
2005,LTER_6,Backreef,2,NA4,4,millepora,0
2005,LTER_6,Backreef,2,NA4,4,sand,0
2005,LTER_6,Backreef,2,NA4,5,coral,12
2005,LTER_6,Backreef,2,NA4,5,ctb,88
2005,LTER_6,Backreef,2,NA4,5,macroalgae,0
2005,LTER_6,Backreef,2,NA4,5,millepora,0
2005,LTER_6,Backreef,2,NA4,5,sand,0
2005,LTER_6,Backreef,2,NA5,1,coral,75
2005,LTER_6,Backreef,2,NA5,1,ctb,25
2005,LTER_6,Backreef,2,NA5,1,macroalgae,0
2005,LTER_6,Backreef,2,NA5,1,millepora,0
2005,LTER_6,Backreef,2,NA5,1,sand,0
2005,LTER_6,Backreef,2,NA5,2,coral,12
2005,LTER_6,Backreef,2,NA5,2,ctb,52
2005,LTER_6,Backreef,2,NA5,2,macroalgae,0
2005,LTER_6,Backreef,2,NA5,2,millepora,0
2005,LTER_6,Backreef,2,NA5,2,sand,36
2005,LTER_6,Backreef,2,NA5,3,coral,16
2005,LTER_6,Backreef,2,NA5,3,ctb,64
2005,LTER_6,Backreef,2,NA5,3,macroalgae,0
2005,LTER_6,Backreef,2,NA5,3,millepora,0
2005,LTER_6,Backreef,2,NA5,3,sand,20
2005,LTER_6,Backreef,2,NA5,4,coral,36
2005,LTER_6,Backreef,2,NA5,4,ctb,48
2005,LTER_6,Backreef,2,NA5,4,macroalgae,0
2005,LTER_6,Backreef,2,NA5,4,millepora,0
2005,LTER_6,Backreef,2,NA5,4,sand,16
2005,LTER_6,Backreef,2,NA5,5,coral,4
2005,LTER_6,Backreef,2,NA5,5,ctb,16
2005,LTER_6,Backreef,2,NA5,5,macroalgae,0
2005,LTER_6,Backreef,2,NA5,5,millepora,0
2005,LTER_6,Backreef,2,NA5,5,sand,80
2005,LTER_6,Backreef,2,NA6,1,coral,28
2005,LTER_6,Backreef,2,NA6,1,ctb,48
2005,LTER_6,Backreef,2,NA6,1,macroalgae,24
2005,LTER_6,Backreef,2,NA6,1,millepora,0
2005,LTER_6,Backreef,2,NA6,1,sand,0
2005,LTER_6,Backreef,2,NA6,2,coral,52
2005,LTER_6,Backreef,2,NA6,2,ctb,32
2005,LTER_6,Backreef,2,NA6,2,macroalgae,0
2005,LTER_6,Backreef,2,NA6,2,millepora,0
2005,LTER_6,Backreef,2,NA6,2,sand,16
2005,LTER_6,Backreef,2,NA6,3,coral,72
2005,LTER_6,Backreef,2,NA6,3,ctb,28
2005,LTER_6,Backreef,2,NA6,3,macroalgae,0
2005,LTER_6,Backreef,2,NA6,3,millepora,0
2005,LTER_6,Backreef,2,NA6,3,sand,0
2005,LTER_6,Backreef,2,NA6,4,coral,44
2005,LTER_6,Backreef,2,NA6,4,ctb,56
2005,LTER_6,Backreef,2,NA6,4,macroalgae,0
2005,LTER_6,Backreef,2,NA6,4,millepora,0
2005,LTER_6,Backreef,2,NA6,4,sand,0
2005,LTER_6,Backreef,2,NA6,5,coral,0
2005,LTER_6,Backreef,2,NA6,5,ctb,32
2005,LTER_6,Backreef,2,NA6,5,macroalgae,0
2005,LTER_6,Backreef,2,NA6,5,millepora,0
2005,LTER_6,Backreef,2,NA6,5,sand,68
2005,LTER_6,Backreef,2,NA7,1,coral,12
2005,LTER_6,Backreef,2,NA7,1,ctb,16
2005,LTER_6,Backreef,2,NA7,1,macroalgae,0
2005,LTER_6,Backreef,2,NA7,1,millepora,0
2005,LTER_6,Backreef,2,NA7,1,sand,72
2005,LTER_6,Backreef,2,NA7,2,coral,0
2005,LTER_6,Backreef,2,NA7,2,ctb,79
2005,LTER_6,Backreef,2,NA7,2,macroalgae,0
2005,LTER_6,Backreef,2,NA7,2,millepora,0
2005,LTER_6,Backreef,2,NA7,2,sand,21
2005,LTER_6,Backreef,2,NA7,3,coral,24
2005,LTER_6,Backreef,2,NA7,3,ctb,44
2005,LTER_6,Backreef,2,NA7,3,macroalgae,0
2005,LTER_6,Backreef,2,NA7,3,millepora,0
2005,LTER_6,Backreef,2,NA7,3,sand,32
2005,LTER_6,Backreef,2,NA7,4,coral,12
2005,LTER_6,Backreef,2,NA7,4,ctb,88
2005,LTER_6,Backreef,2,NA7,4,macroalgae,0
2005,LTER_6,Backreef,2,NA7,4,millepora,0
2005,LTER_6,Backreef,2,NA7,4,sand,0
2005,LTER_6,Backreef,2,NA7,5,coral,76
2005,LTER_6,Backreef,2,NA7,5,ctb,24
2005,LTER_6,Backreef,2,NA7,5,macroalgae,0
2005,LTER_6,Backreef,2,NA7,5,millepora,0
2005,LTER_6,Backreef,2,NA7,5,sand,0
2005,LTER_6,Backreef,2,NA8,1,coral,72
2005,LTER_6,Backreef,2,NA8,1,ctb,28
2005,LTER_6,Backreef,2,NA8,1,macroalgae,0
2005,LTER_6,Backreef,2,NA8,1,millepora,0
2005,LTER_6,Backreef,2,NA8,1,sand,0
2005,LTER_6,Backreef,2,NA8,2,coral,28
2005,LTER_6,Backreef,2,NA8,2,ctb,52
2005,LTER_6,Backreef,2,NA8,2,macroalgae,0
2005,LTER_6,Backreef,2,NA8,2,millepora,0
2005,LTER_6,Backreef,2,NA8,2,sand,20
2005,LTER_6,Backreef,2,NA8,3,coral,40
2005,LTER_6,Backreef,2,NA8,3,ctb,32
2005,LTER_6,Backreef,2,NA8,3,macroalgae,0
2005,LTER_6,Backreef,2,NA8,3,millepora,0
2005,LTER_6,Backreef,2,NA8,3,sand,28
2005,LTER_6,Backreef,2,NA8,4,coral,56
2005,LTER_6,Backreef,2,NA8,4,ctb,32
2005,LTER_6,Backreef,2,NA8,4,macroalgae,0
2005,LTER_6,Backreef,2,NA8,4,millepora,0
2005,LTER_6,Backreef,2,NA8,4,sand,12
2005,LTER_6,Backreef,2,NA8,5,coral,16
2005,LTER_6,Backreef,2,NA8,5,ctb,8
2005,LTER_6,Backreef,2,NA8,5,macroalgae,0
2005,LTER_6,Backreef,2,NA8,5,millepora,0
2005,LTER_6,Backreef,2,NA8,5,sand,76
2005,LTER_6,Backreef,2,NA9,1,coral,80
2005,LTER_6,Backreef,2,NA9,1,ctb,20
2005,LTER_6,Backreef,2,NA9,1,macroalgae,0
2005,LTER_6,Backreef,2,NA9,1,millepora,0
2005,LTER_6,Backreef,2,NA9,1,sand,0
2005,LTER_6,Backreef,2,NA9,2,coral,60
2005,LTER_6,Backreef,2,NA9,2,ctb,28
2005,LTER_6,Backreef,2,NA9,2,macroalgae,0
2005,LTER_6,Backreef,2,NA9,2,millepora,0
2005,LTER_6,Backreef,2,NA9,2,sand,12
2005,LTER_6,Backreef,2,NA9,3,coral,16
2005,LTER_6,Backreef,2,NA9,3,ctb,64
2005,LTER_6,Backreef,2,NA9,3,macroalgae,0
2005,LTER_6,Backreef,2,NA9,3,millepora,0
2005,LTER_6,Backreef,2,NA9,3,sand,20
2005,LTER_6,Backreef,2,NA9,4,coral,68
2005,LTER_6,Backreef,2,NA9,4,ctb,32
2005,LTER_6,Backreef,2,NA9,4,macroalgae,0
2005,LTER_6,Backreef,2,NA9,4,millepora,0
2005,LTER_6,Backreef,2,NA9,4,sand,0
2005,LTER_6,Backreef,2,NA9,5,coral,48
2005,LTER_6,Backreef,2,NA9,5,ctb,24
2005,LTER_6,Backreef,2,NA9,5,macroalgae,0
2005,LTER_6,Backreef,2,NA9,5,millepora,0
2005,LTER_6,Backreef,2,NA9,5,sand,28
2006,LTER_1,Backreef,2,NA1,1,coral,40
2006,LTER_1,Backreef,2,NA1,1,ctb,32
2006,LTER_1,Backreef,2,NA1,1,macroalgae,0
2006,LTER_1,Backreef,2,NA1,1,millepora,0
2006,LTER_1,Backreef,2,NA1,1,sand,28
2006,LTER_1,Backreef,2,NA1,2,coral,24
2006,LTER_1,Backreef,2,NA1,2,ctb,56
2006,LTER_1,Backreef,2,NA1,2,macroalgae,4
2006,LTER_1,Backreef,2,NA1,2,millepora,0
2006,LTER_1,Backreef,2,NA1,2,sand,16
2006,LTER_1,Backreef,2,NA1,3,coral,64
2006,LTER_1,Backreef,2,NA1,3,ctb,36
2006,LTER_1,Backreef,2,NA1,3,macroalgae,0
2006,LTER_1,Backreef,2,NA1,3,millepora,0
2006,LTER_1,Backreef,2,NA1,3,sand,0
2006,LTER_1,Backreef,2,NA1,4,coral,0
2006,LTER_1,Backreef,2,NA1,4,ctb,4
2006,LTER_1,Backreef,2,NA1,4,macroalgae,0
2006,LTER_1,Backreef,2,NA1,4,millepora,0
2006,LTER_1,Backreef,2,NA1,4,sand,96
2006,LTER_1,Backreef,2,NA1,5,coral,68
2006,LTER_1,Backreef,2,NA1,5,ctb,28
2006,LTER_1,Backreef,2,NA1,5,macroalgae,0
2006,LTER_1,Backreef,2,NA1,5,millepora,0
2006,LTER_1,Backreef,2,NA1,5,sand,4
2006,LTER_1,Backreef,2,NA10,1,coral,60
2006,LTER_1,Backreef,2,NA10,1,ctb,40
2006,LTER_1,Backreef,2,NA10,1,macroalgae,0
2006,LTER_1,Backreef,2,NA10,1,millepora,0
2006,LTER_1,Backreef,2,NA10,1,sand,0
2006,LTER_1,Backreef,2,NA10,2,coral,80
2006,LTER_1,Backreef,2,NA10,2,ctb,16
2006,LTER_1,Backreef,2,NA10,2,macroalgae,4
2006,LTER_1,Backreef,2,NA10,2,millepora,0
2006,LTER_1,Backreef,2,NA10,2,sand,0
2006,LTER_1,Backreef,2,NA10,3,coral,0
2006,LTER_1,Backreef,2,NA10,3,ctb,100
2006,LTER_1,Backreef,2,NA10,3,macroalgae,0
2006,LTER_1,Backreef,2,NA10,3,millepora,0
2006,LTER_1,Backreef,2,NA10,3,sand,0
2006,LTER_1,Backreef,2,NA10,4,coral,8
2006,LTER_1,Backreef,2,NA10,4,ctb,92
2006,LTER_1,Backreef,2,NA10,4,macroalgae,0
2006,LTER_1,Backreef,2,NA10,4,millepora,0
2006,LTER_1,Backreef,2,NA10,4,sand,0
2006,LTER_1,Backreef,2,NA10,5,coral,80
2006,LTER_1,Backreef,2,NA10,5,ctb,8
2006,LTER_1,Backreef,2,NA10,5,macroalgae,0
2006,LTER_1,Backreef,2,NA10,5,millepora,0
2006,LTER_1,Backreef,2,NA10,5,sand,12
2006,LTER_1,Backreef,2,NA11,1,coral,28
2006,LTER_1,Backreef,2,NA11,1,ctb,64
2006,LTER_1,Backreef,2,NA11,1,macroalgae,0
2006,LTER_1,Backreef,2,NA11,1,millepora,0
2006,LTER_1,Backreef,2,NA11,1,sand,8
2006,LTER_1,Backreef,2,NA11,2,coral,0
2006,LTER_1,Backreef,2,NA11,2,ctb,92
2006,LTER_1,Backreef,2,NA11,2,macroalgae,8
2006,LTER_1,Backreef,2,NA11,2,millepora,0
2006,LTER_1,Backreef,2,NA11,2,sand,0
2006,LTER_1,Backreef,2,NA11,3,coral,92
2006,LTER_1,Backreef,2,NA11,3,ctb,8
2006,LTER_1,Backreef,2,NA11,3,macroalgae,0
2006,LTER_1,Backreef,2,NA11,3,millepora,0
2006,LTER_1,Backreef,2,NA11,3,sand,0
2006,LTER_1,Backreef,2,NA11,4,coral,20
2006,LTER_1,Backreef,2,NA11,4,ctb,68
2006,LTER_1,Backreef,2,NA11,4,macroalgae,8
2006,LTER_1,Backreef,2,NA11,4,millepora,0
2006,LTER_1,Backreef,2,NA11,4,sand,4
2006,LTER_1,Backreef,2,NA11,5,coral,12
2006,LTER_1,Backreef,2,NA11,5,ctb,76
2006,LTER_1,Backreef,2,NA11,5,macroalgae,0
2006,LTER_1,Backreef,2,NA11,5,millepora,0
2006,LTER_1,Backreef,2,NA11,5,sand,12
2006,LTER_1,Backreef,2,NA12,1,coral,36
2006,LTER_1,Backreef,2,NA12,1,ctb,44
2006,LTER_1,Backreef,2,NA12,1,macroalgae,0
2006,LTER_1,Backreef,2,NA12,1,millepora,0
2006,LTER_1,Backreef,2,NA12,1,sand,20
2006,LTER_1,Backreef,2,NA12,2,coral,8
2006,LTER_1,Backreef,2,NA12,2,ctb,75
2006,LTER_1,Backreef,2,NA12,2,macroalgae,13
2006,LTER_1,Backreef,2,NA12,2,millepora,0
2006,LTER_1,Backreef,2,NA12,2,sand,4
2006,LTER_1,Backreef,2,NA12,3,coral,56
2006,LTER_1,Backreef,2,NA12,3,ctb,40
2006,LTER_1,Backreef,2,NA12,3,macroalgae,0
2006,LTER_1,Backreef,2,NA12,3,millepora,0
2006,LTER_1,Backreef,2,NA12,3,sand,4
2006,LTER_1,Backreef,2,NA12,4,coral,60
2006,LTER_1,Backreef,2,NA12,4,ctb,12
2006,LTER_1,Backreef,2,NA12,4,macroalgae,0
2006,LTER_1,Backreef,2,NA12,4,millepora,0
2006,LTER_1,Backreef,2,NA12,4,sand,28
2006,LTER_1,Backreef,2,NA12,5,coral,20
2006,LTER_1,Backreef,2,NA12,5,ctb,48
2006,LTER_1,Backreef,2,NA12,5,macroalgae,0
2006,LTER_1,Backreef,2,NA12,5,millepora,0
2006,LTER_1,Backreef,2,NA12,5,sand,32
2006,LTER_1,Backreef,2,NA13,1,coral,60
2006,LTER_1,Backreef,2,NA13,1,ctb,40
2006,LTER_1,Backreef,2,NA13,1,macroalgae,0
2006,LTER_1,Backreef,2,NA13,1,millepora,0
2006,LTER_1,Backreef,2,NA13,1,sand,0
2006,LTER_1,Backreef,2,NA13,2,coral,28
2006,LTER_1,Backreef,2,NA13,2,ctb,52
2006,LTER_1,Backreef,2,NA13,2,macroalgae,20
2006,LTER_1,Backreef,2,NA13,2,millepora,0
2006,LTER_1,Backreef,2,NA13,2,sand,0
2006,LTER_1,Backreef,2,NA13,3,coral,0
2006,LTER_1,Backreef,2,NA13,3,ctb,100
2006,LTER_1,Backreef,2,NA13,3,macroalgae,0
2006,LTER_1,Backreef,2,NA13,3,millepora,0
2006,LTER_1,Backreef,2,NA13,3,sand,0
2006,LTER_1,Backreef,2,NA13,4,coral,64
2006,LTER_1,Backreef,2,NA13,4,ctb,8
2006,LTER_1,Backreef,2,NA13,4,macroalgae,0
2006,LTER_1,Backreef,2,NA13,4,millepora,0
2006,LTER_1,Backreef,2,NA13,4,sand,28
2006,LTER_1,Backreef,2,NA13,5,coral,88
2006,LTER_1,Backreef,2,NA13,5,ctb,4
2006,LTER_1,Backreef,2,NA13,5,macroalgae,0
2006,LTER_1,Backreef,2,NA13,5,millepora,0
2006,LTER_1,Backreef,2,NA13,5,sand,8
2006,LTER_1,Backreef,2,NA14,1,coral,48
2006,LTER_1,Backreef,2,NA14,1,ctb,52
2006,LTER_1,Backreef,2,NA14,1,macroalgae,0
2006,LTER_1,Backreef,2,NA14,1,millepora,0
2006,LTER_1,Backreef,2,NA14,1,sand,0
2006,LTER_1,Backreef,2,NA14,2,coral,32
2006,LTER_1,Backreef,2,NA14,2,ctb,24
2006,LTER_1,Backreef,2,NA14,2,macroalgae,20
2006,LTER_1,Backreef,2,NA14,2,millepora,0
2006,LTER_1,Backreef,2,NA14,2,sand,24
2006,LTER_1,Backreef,2,NA14,3,coral,0
2006,LTER_1,Backreef,2,NA14,3,ctb,100
2006,LTER_1,Backreef,2,NA14,3,macroalgae,0
2006,LTER_1,Backreef,2,NA14,3,millepora,0
2006,LTER_1,Backreef,2,NA14,3,sand,0
2006,LTER_1,Backreef,2,NA14,4,coral,56
2006,LTER_1,Backreef,2,NA14,4,ctb,0
2006,LTER_1,Backreef,2,NA14,4,macroalgae,0
2006,LTER_1,Backreef,2,NA14,4,millepora,0
2006,LTER_1,Backreef,2,NA14,4,sand,44
2006,LTER_1,Backreef,2,NA14,5,coral,80
2006,LTER_1,Backreef,2,NA14,5,ctb,12
2006,LTER_1,Backreef,2,NA14,5,macroalgae,0
2006,LTER_1,Backreef,2,NA14,5,millepora,0
2006,LTER_1,Backreef,2,NA14,5,sand,8
2006,LTER_1,Backreef,2,NA15,1,coral,8
2006,LTER_1,Backreef,2,NA15,1,ctb,84
2006,LTER_1,Backreef,2,NA15,1,macroalgae,0
2006,LTER_1,Backreef,2,NA15,1,millepora,0
2006,LTER_1,Backreef,2,NA15,1,sand,8
2006,LTER_1,Backreef,2,NA15,2,coral,0
2006,LTER_1,Backreef,2,NA15,2,ctb,28
2006,LTER_1,Backreef,2,NA15,2,macroalgae,0
2006,LTER_1,Backreef,2,NA15,2,millepora,0
2006,LTER_1,Backreef,2,NA15,2,sand,72
2006,LTER_1,Backreef,2,NA15,3,coral,0
2006,LTER_1,Backreef,2,NA15,3,ctb,96
2006,LTER_1,Backreef,2,NA15,3,macroalgae,0
2006,LTER_1,Backreef,2,NA15,3,millepora,0
2006,LTER_1,Backreef,2,NA15,3,sand,4
2006,LTER_1,Backreef,2,NA15,4,coral,4
2006,LTER_1,Backreef,2,NA15,4,ctb,12
2006,LTER_1,Backreef,2,NA15,4,macroalgae,0
2006,LTER_1,Backreef,2,NA15,4,millepora,0
2006,LTER_1,Backreef,2,NA15,4,sand,84
2006,LTER_1,Backreef,2,NA15,5,coral,76
2006,LTER_1,Backreef,2,NA15,5,ctb,12
2006,LTER_1,Backreef,2,NA15,5,macroalgae,0
2006,LTER_1,Backreef,2,NA15,5,millepora,0
2006,LTER_1,Backreef,2,NA15,5,sand,12
2006,LTER_1,Backreef,2,NA16,1,coral,72
2006,LTER_1,Backreef,2,NA16,1,ctb,20
2006,LTER_1,Backreef,2,NA16,1,macroalgae,0
2006,LTER_1,Backreef,2,NA16,1,millepora,0
2006,LTER_1,Backreef,2,NA16,1,sand,8
2006,LTER_1,Backreef,2,NA16,2,coral,68
2006,LTER_1,Backreef,2,NA16,2,ctb,32
2006,LTER_1,Backreef,2,NA16,2,macroalgae,0
2006,LTER_1,Backreef,2,NA16,2,millepora,0
2006,LTER_1,Backreef,2,NA16,2,sand,0
2006,LTER_1,Backreef,2,NA16,3,coral,68
2006,LTER_1,Backreef,2,NA16,3,ctb,32
2006,LTER_1,Backreef,2,NA16,3,macroalgae,0
2006,LTER_1,Backreef,2,NA16,3,millepora,0
2006,LTER_1,Backreef,2,NA16,3,sand,0
2006,LTER_1,Backreef,2,NA16,4,coral,84
2006,LTER_1,Backreef,2,NA16,4,ctb,12
2006,LTER_1,Backreef,2,NA16,4,macroalgae,0
2006,LTER_1,Backreef,2,NA16,4,millepora,0
2006,LTER_1,Backreef,2,NA16,4,sand,4
2006,LTER_1,Backreef,2,NA16,5,coral,48
2006,LTER_1,Backreef,2,NA16,5,ctb,32
2006,LTER_1,Backreef,2,NA16,5,macroalgae,0
2006,LTER_1,Backreef,2,NA16,5,millepora,0
2006,LTER_1,Backreef,2,NA16,5,sand,20
2006,LTER_1,Backreef,2,NA17,1,coral,32
2006,LTER_1,Backreef,2,NA17,1,ctb,64
2006,LTER_1,Backreef,2,NA17,1,macroalgae,0
2006,LTER_1,Backreef,2,NA17,1,millepora,0
2006,LTER_1,Backreef,2,NA17,1,sand,4
2006,LTER_1,Backreef,2,NA17,2,coral,88
2006,LTER_1,Backreef,2,NA17,2,ctb,8
2006,LTER_1,Backreef,2,NA17,2,macroalgae,0
2006,LTER_1,Backreef,2,NA17,2,millepora,0
2006,LTER_1,Backreef,2,NA17,2,sand,4
2006,LTER_1,Backreef,2,NA17,3,coral,28
2006,LTER_1,Backreef,2,NA17,3,ctb,72
2006,LTER_1,Backreef,2,NA17,3,macroalgae,0
2006,LTER_1,Backreef,2,NA17,3,millepora,0
2006,LTER_1,Backreef,2,NA17,3,sand,0
2006,LTER_1,Backreef,2,NA17,4,coral,88
2006,LTER_1,Backreef,2,NA17,4,ctb,12
2006,LTER_1,Backreef,2,NA17,4,macroalgae,0
2006,LTER_1,Backreef,2,NA17,4,millepora,0
2006,LTER_1,Backreef,2,NA17,4,sand,0
2006,LTER_1,Backreef,2,NA17,5,coral,12
2006,LTER_1,Backreef,2,NA17,5,ctb,0
2006,LTER_1,Backreef,2,NA17,5,macroalgae,32
2006,LTER_1,Backreef,2,NA17,5,millepora,0
2006,LTER_1,Backreef,2,NA17,5,sand,56
2006,LTER_1,Backreef,2,NA18,1,coral,56
2006,LTER_1,Backreef,2,NA18,1,ctb,32
2006,LTER_1,Backreef,2,NA18,1,macroalgae,0
2006,LTER_1,Backreef,2,NA18,1,millepora,0
2006,LTER_1,Backreef,2,NA18,1,sand,12
2006,LTER_1,Backreef,2,NA18,2,coral,80
2006,LTER_1,Backreef,2,NA18,2,ctb,20
2006,LTER_1,Backreef,2,NA18,2,macroalgae,0
2006,LTER_1,Backreef,2,NA18,2,millepora,0
2006,LTER_1,Backreef,2,NA18,2,sand,0
2006,LTER_1,Backreef,2,NA18,3,coral,28
2006,LTER_1,Backreef,2,NA18,3,ctb,64
2006,LTER_1,Backreef,2,NA18,3,macroalgae,0
2006,LTER_1,Backreef,2,NA18,3,millepora,0
2006,LTER_1,Backreef,2,NA18,3,sand,8
2006,LTER_1,Backreef,2,NA18,4,coral,76
2006,LTER_1,Backreef,2,NA18,4,ctb,20
2006,LTER_1,Backreef,2,NA18,4,macroalgae,0
2006,LTER_1,Backreef,2,NA18,4,millepora,0
2006,LTER_1,Backreef,2,NA18,4,sand,4
2006,LTER_1,Backreef,2,NA18,5,coral,40
2006,LTER_1,Backreef,2,NA18,5,ctb,44
2006,LTER_1,Backreef,2,NA18,5,macroalgae,0
2006,LTER_1,Backreef,2,NA18,5,millepora,0
2006,LTER_1,Backreef,2,NA18,5,sand,16
2006,LTER_1,Backreef,2,NA19,1,coral,12
2006,LTER_1,Backreef,2,NA19,1,ctb,60
2006,LTER_1,Backreef,2,NA19,1,macroalgae,0
2006,LTER_1,Backreef,2,NA19,1,millepora,0
2006,LTER_1,Backreef,2,NA19,1,sand,28
2006,LTER_1,Backreef,2,NA19,2,coral,80
2006,LTER_1,Backreef,2,NA19,2,ctb,16
2006,LTER_1,Backreef,2,NA19,2,macroalgae,0
2006,LTER_1,Backreef,2,NA19,2,millepora,0
2006,LTER_1,Backreef,2,NA19,2,sand,4
2006,LTER_1,Backreef,2,NA19,3,coral,12
2006,LTER_1,Backreef,2,NA19,3,ctb,64
2006,LTER_1,Backreef,2,NA19,3,macroalgae,0
2006,LTER_1,Backreef,2,NA19,3,millepora,0
2006,LTER_1,Backreef,2,NA19,3,sand,24
2006,LTER_1,Backreef,2,NA19,4,coral,84
2006,LTER_1,Backreef,2,NA19,4,ctb,12
2006,LTER_1,Backreef,2,NA19,4,macroalgae,0
2006,LTER_1,Backreef,2,NA19,4,millepora,0
2006,LTER_1,Backreef,2,NA19,4,sand,4
2006,LTER_1,Backreef,2,NA19,5,coral,44
2006,LTER_1,Backreef,2,NA19,5,ctb,28
2006,LTER_1,Backreef,2,NA19,5,macroalgae,0
