year,site,habitat,depth,quad,patch,coral,macroalgae,sand,millepora,ctb,sub_squares,note
2009,LTER_2,Backreef,2,NA1,2,64,0,0,0,36,25,na
2009,LTER_2,Backreef,2,NA1,3,16,4,0,0,80,25,na
2009,LTER_2,Backreef,2,NA1,4,36,0,0,0,64,25,na
2009,LTER_2,Backreef,2,NA1,5,0,0,0,0,100,25,na
2009,LTER_2,Backreef,2,NA10,1,0,0,88,0,12,25,na
2009,LTER_2,Backreef,2,NA10,2,40,8,0,0,52,25,na
2009,LTER_2,Backreef,2,NA10,3,36,28,0,0,36,25,na
2009,LTER_2,Backreef,2,NA10,4,28,4,20,0,48,25,na
2009,LTER_2,Backreef,2,NA10,5,60,0,20,0,20,25,na
2009,LTER_2,Backreef,2,NA11,1,0,12,0,0,88,25,na
2009,LTER_2,Backreef,2,NA11,2,8,0,0,0,92,25,na
2009,LTER_2,Backreef,2,NA11,3,0,0,0,0,100,25,na
2009,LTER_2,Backreef,2,NA11,4,8,0,0,0,92,25,na
2009,LTER_2,Backreef,2,NA11,5,20,0,0,0,80,25,na
2009,LTER_2,Backreef,2,NA12,1,12,0,4,0,84,25,na
2009,LTER_2,Backreef,2,NA12,2,4,0,12,0,84,25,na
2009,LTER_2,Backreef,2,NA12,3,16,4,0,0,80,25,na
2009,LTER_2,Backreef,2,NA12,4,36,0,0,0,64,25,na
2009,LTER_2,Backreef,2,NA12,5,72,0,0,0,28,25,na
2009,LTER_2,Backreef,2,NA13,1,24,4,0,0,72,25,na
2009,LTER_2,Backreef,2,NA13,2,4,0,0,0,96,25,na
2009,LTER_2,Backreef,2,NA13,3,56,4,0,0,40,25,na
2009,LTER_2,Backreef,2,NA13,4,32,0,0,0,68,25,na
2009,LTER_2,Backreef,2,NA13,5,100,0,0,0,0,25,na
2009,LTER_2,Backreef,2,NA14,1,40,8,4,0,48,25,na
2009,LTER_2,Backreef,2,NA14,2,36,0,24,0,40,25,na
2009,LTER_2,Backreef,2,NA14,3,64,0,12,0,24,25,na
2009,LTER_2,Backreef,2,NA14,4,28,8,52,0,12,25,na
2009,LTER_2,Backreef,2,NA14,5,16,24,0,0,60,25,na
2009,LTER_2,Backreef,2,NA15,1,56,4,0,0,40,25,na
2009,LTER_2,Backreef,2,NA15,2,8,8,0,0,84,25,na
2009,LTER_2,Backreef,2,NA15,3,100,0,0,0,0,25,na
2009,LTER_2,Backreef,2,NA15,4,84,0,4,0,12,25,na
2009,LTER_2,Backreef,2,NA15,5,68,8,0,0,24,25,na
2009,LTER_2,Backreef,2,NA16,1,8,4,0,0,88,25,na
2009,LTER_2,Backreef,2,NA16,2,16,0,0,0,84,25,na
2009,LTER_2,Backreef,2,NA16,3,20,0,0,0,80,25,na
2009,LTER_2,Backreef,2,NA16,4,28,16,48,0,8,25,na
2009,LTER_2,Backreef,2,NA16,5,4,0,0,0,96,25,na
2009,LTER_2,Backreef,2,NA17,1,88,4,4,0,4,25,na
2009,LTER_2,Backreef,2,NA17,2,32,0,0,0,68,25,na
2009,LTER_2,Backreef,2,NA17,3,16,0,16,0,68,25,na
2009,LTER_2,Backreef,2,NA17,4,8,0,44,0,48,25,na
2009,LTER_2,Backreef,2,NA17,5,44,0,0,0,56,25,na
2009,LTER_2,Backreef,2,NA18,1,100,0,0,0,0,25,na
2009,LTER_2,Backreef,2,NA18,2,16,4,0,0,80,25,na
2009,LTER_2,Backreef,2,NA18,3,12,0,0,0,88,25,na
2009,LTER_2,Backreef,2,NA18,4,48,0,12,0,40,25,na
2009,LTER_2,Backreef,2,NA18,5,96,4,0,0,0,25,na
2009,LTER_2,Backreef,2,NA19,1,92,4,0,0,4,25,na
2009,LTER_2,Backreef,2,NA19,2,12,0,4,0,84,25,na
2009,LTER_2,Backreef,2,NA19,3,4,4,64,0,28,25,na
2009,LTER_2,Backreef,2,NA19,4,72,4,0,0,24,25,na
2009,LTER_2,Backreef,2,NA19,5,84,16,0,0,0,25,na
2009,LTER_2,Backreef,2,NA2,1,12,20,20,0,48,25,na
2009,LTER_2,Backreef,2,NA2,2,16,0,68,0,16,25,na
2009,LTER_2,Backreef,2,NA2,3,0,0,8,0,92,25,na
2009,LTER_2,Backreef,2,NA2,4,16,0,40,0,44,25,na
2009,LTER_2,Backreef,2,NA2,5,0,0,0,0,100,25,na
2009,LTER_2,Backreef,2,NA20,1,28,0,12,0,60,25,na
2009,LTER_2,Backreef,2,NA20,2,20,0,36,0,44,25,na
2009,LTER_2,Backreef,2,NA20,3,36,4,8,0,52,25,na
2009,LTER_2,Backreef,2,NA20,4,48,8,8,0,36,25,na
2009,LTER_2,Backreef,2,NA20,5,100,0,0,0,0,25,na
2009,LTER_2,Backreef,2,NA3,1,0,8,12,0,80,25,na
2009,LTER_2,Backreef,2,NA3,2,0,0,100,0,0,25,na
2009,LTER_2,Backreef,2,NA3,3,0,0,4,0,96,25,na
2009,LTER_2,Backreef,2,NA3,4,8,0,64,0,28,25,na
2009,LTER_2,Backreef,2,NA3,5,36,8,0,0,56,25,na
2009,LTER_2,Backreef,2,NA4,1,0,0,72,0,28,25,na
2009,LTER_2,Backreef,2,NA4,2,8,0,88,0,4,25,na
2009,LTER_2,Backreef,2,NA4,3,0,0,64,0,36,25,na
2009,LTER_2,Backreef,2,NA4,4,8,0,92,0,0,25,na
2009,LTER_2,Backreef,2,NA4,5,48,24,0,0,28,25,na
2009,LTER_2,Backreef,2,NA5,1,8,8,84,0,0,25,na
2009,LTER_2,Backreef,2,NA5,2,56,0,24,0,20,25,na
2009,LTER_2,Backreef,2,NA5,3,0,0,40,0,60,25,na
2009,LTER_2,Backreef,2,NA5,4,0,0,72,0,28,25,na
2009,LTER_2,Backreef,2,NA5,5,24,32,12,0,32,25,na
2009,LTER_2,Backreef,2,NA6,1,0,0,32,0,68,25,na
2009,LTER_2,Backreef,2,NA6,2,28,0,0,0,72,25,na
2009,LTER_2,Backreef,2,NA6,3,32,12,0,0,56,25,na
2009,LTER_2,Backreef,2,NA6,4,8,0,88,0,4,25,na
2009,LTER_2,Backreef,2,NA6,5,8,0,0,0,92,25,na
2009,LTER_2,Backreef,2,NA7,1,40,0,36,0,24,25,na
2009,LTER_2,Backreef,2,NA7,2,0,20,16,0,64,25,na
2009,LTER_2,Backreef,2,NA7,3,8,0,0,0,92,25,na
2009,LTER_2,Backreef,2,NA7,4,72,0,12,0,16,25,na
2009,LTER_2,Backreef,2,NA7,5,4,0,0,0,96,25,na
2009,LTER_2,Backreef,2,NA8,1,32,0,28,0,40,25,na
2009,LTER_2,Backreef,2,NA8,2,16,16,0,0,68,25,na
2009,LTER_2,Backreef,2,NA8,3,8,8,0,0,84,25,na
2009,LTER_2,Backreef,2,NA8,4,88,4,8,0,0,25,na
2009,LTER_2,Backreef,2,NA8,5,16,0,0,0,84,25,na
2009,LTER_2,Backreef,2,NA9,1,64,0,8,0,28,25,na
2009,LTER_2,Backreef,2,NA9,2,52,0,0,0,48,25,na
2009,LTER_2,Backreef,2,NA9,3,28,0,0,0,72,25,na
2009,LTER_2,Backreef,2,NA9,4,20,8,40,0,32,25,na
2009,LTER_2,Backreef,2,NA9,5,28,0,4,0,68,25,na
2009,LTER_3,Backreef,2,NA1,1,32,0,20,0,48,25,na
2009,LTER_3,Backreef,2,NA1,2,32,0,0,0,68,25,na
2009,LTER_3,Backreef,2,NA1,3,80,0,12,0,8,25,na
2009,LTER_3,Backreef,2,NA1,4,24,0,8,0,68,25,na
2009,LTER_3,Backreef,2,NA1,5,36,0,52,0,12,25,na
2009,LTER_3,Backreef,2,NA10,1,12,0,60,0,28,25,na
2009,LTER_3,Backreef,2,NA10,2,20,0,8,0,72,25,na
2009,LTER_3,Backreef,2,NA10,3,20,0,0,0,80,25,na
2009,LTER_3,Backreef,2,NA10,4,24,0,72,0,4,25,na
2009,LTER_3,Backreef,2,NA10,5,4,0,80,0,16,25,na
2009,LTER_3,Backreef,2,NA11,1,44,0,4,0,52,25,na
2009,LTER_3,Backreef,2,NA11,2,20,0,0,0,80,25,na
2009,LTER_3,Backreef,2,NA11,3,68,0,20,0,12,25,na
2009,LTER_3,Backreef,2,NA11,4,24,0,76,0,0,25,na
2009,LTER_3,Backreef,2,NA11,5,8,0,0,0,92,25,na
2009,LTER_3,Backreef,2,NA12,1,76,0,24,0,0,25,na
2009,LTER_3,Backreef,2,NA12,2,40,0,0,0,60,25,na
2009,LTER_3,Backreef,2,NA12,3,32,4,16,0,48,25,na
2009,LTER_3,Backreef,2,NA12,4,44,0,44,0,12,25,na
2009,LTER_3,Backreef,2,NA12,5,88,0,0,0,12,25,na
2009,LTER_3,Backreef,2,NA13,1,0,0,88,0,12,25,na
2009,LTER_3,Backreef,2,NA13,2,28,0,0,0,72,25,na
2009,LTER_3,Backreef,2,NA13,3,68,0,0,0,32,25,na
2009,LTER_3,Backreef,2,NA13,4,60,0,8,0,32,25,na
2009,LTER_3,Backreef,2,NA13,5,48,0,0,0,52,25,na
2009,LTER_3,Backreef,2,NA14,1,20,0,76,0,4,25,na
2009,LTER_3,Backreef,2,NA14,2,72,0,0,0,28,25,na
2009,LTER_3,Backreef,2,NA14,3,84,0,0,0,16,25,na
2009,LTER_3,Backreef,2,NA14,4,12,0,84,0,4,25,na
2009,LTER_3,Backreef,2,NA14,5,88,4,0,0,8,25,na
2009,LTER_3,Backreef,2,NA15,1,12,0,56,0,32,25,na
2009,LTER_3,Backreef,2,NA15,2,16,0,32,0,52,25,na
2009,LTER_3,Backreef,2,NA15,3,8,0,0,0,92,25,na
2009,LTER_3,Backreef,2,NA15,4,56,0,12,0,32,25,na
2009,LTER_3,Backreef,2,NA15,5,76,0,0,0,24,25,na
2009,LTER_3,Backreef,2,NA16,1,16,0,40,0,44,25,na
2009,LTER_3,Backreef,2,NA16,2,24,0,40,0,36,25,na
2009,LTER_3,Backreef,2,NA16,3,0,0,96,0,4,25,na
2009,LTER_3,Backreef,2,NA16,4,44,0,0,0,56,25,na
2009,LTER_3,Backreef,2,NA16,5,64,0,16,0,20,25,na
2009,LTER_3,Backreef,2,NA17,1,24,0,64,0,12,25,na
2009,LTER_3,Backreef,2,NA17,2,36,0,24,0,40,25,na
2009,LTER_3,Backreef,2,NA17,3,48,0,28,0,24,25,na
2009,LTER_3,Backreef,2,NA17,4,20,0,8,0,72,25,na
2009,LTER_3,Backreef,2,NA17,5,80,0,0,0,20,25,na
2009,LTER_3,Backreef,2,NA18,1,68,0,28,0,4,25,na
2009,LTER_3,Backreef,2,NA18,2,20,0,52,0,28,25,na
2009,LTER_3,Backreef,2,NA18,3,36,0,0,0,64,25,na
2009,LTER_3,Backreef,2,NA18,4,20,0,0,0,80,25,na
2009,LTER_3,Backreef,2,NA18,5,92,0,0,0,8,25,na
2009,LTER_3,Backreef,2,NA19,1,80,0,0,0,20,25,na
2009,LTER_3,Backreef,2,NA19,2,36,0,32,0,32,25,na
2009,LTER_3,Backreef,2,NA19,3,72,0,0,0,28,25,na
2009,LTER_3,Backreef,2,NA19,4,16,0,16,0,68,25,na
2009,LTER_3,Backreef,2,NA19,5,76,0,4,0,20,25,na
2009,LTER_3,Backreef,2,NA2,1,32,0,28,0,40,25,na
2009,LTER_3,Backreef,2,NA2,2,32,0,0,0,68,25,na
2009,LTER_3,Backreef,2,NA2,3,60,0,0,0,40,25,na
2009,LTER_3,Backreef,2,NA2,4,24,0,32,0,44,25,na
2009,LTER_3,Backreef,2,NA2,5,76,0,0,0,24,25,na
2009,LTER_3,Backreef,2,NA20,1,64,0,28,0,8,25,na
2009,LTER_3,Backreef,2,NA20,2,0,0,60,0,40,25,na
2009,LTER_3,Backreef,2,NA20,3,52,0,8,0,40,25,na
2009,LTER_3,Backreef,2,NA20,4,0,0,84,0,16,25,na
2009,LTER_3,Backreef,2,NA20,5,4,0,96,0,0,25,na
2009,LTER_3,Backreef,2,NA3,1,0,0,36,0,64,25,na
2009,LTER_3,Backreef,2,NA3,2,88,0,0,0,12,25,na
2009,LTER_3,Backreef,2,NA3,3,72,4,8,0,16,25,na
2009,LTER_3,Backreef,2,NA3,4,16,0,56,0,28,25,na
2009,LTER_3,Backreef,2,NA3,5,44,4,44,0,8,25,na
2009,LTER_3,Backreef,2,NA4,1,20,0,24,0,56,25,na
2009,LTER_3,Backreef,2,NA4,2,84,0,0,0,16,25,na
2009,LTER_3,Backreef,2,NA4,3,76,0,8,0,16,25,na
2009,LTER_3,Backreef,2,NA4,4,28,0,60,0,12,25,na
2009,LTER_3,Backreef,2,NA4,5,0,0,84,0,16,25,na
2009,LTER_3,Backreef,2,NA5,1,4,0,56,0,40,25,na
2009,LTER_3,Backreef,2,NA5,2,12,0,68,0,20,25,na
2009,LTER_3,Backreef,2,NA5,3,44,0,12,0,44,25,na
2009,LTER_3,Backreef,2,NA5,4,0,0,68,0,32,25,na
2009,LTER_3,Backreef,2,NA5,5,0,0,100,0,0,25,na
2009,LTER_3,Backreef,2,NA6,1,28,0,8,0,64,25,na
2009,LTER_3,Backreef,2,NA6,2,28,0,4,0,68,25,na
2009,LTER_3,Backreef,2,NA6,3,32,0,60,0,8,25,na
2009,LTER_3,Backreef,2,NA6,4,40,0,4,0,56,25,na
2009,LTER_3,Backreef,2,NA6,5,76,0,0,0,24,25,na
2009,LTER_3,Backreef,2,NA7,1,12,0,8,0,80,25,na
2009,LTER_3,Backreef,2,NA7,2,52,0,0,0,48,25,na
2009,LTER_3,Backreef,2,NA7,3,36,0,48,0,16,25,na
2009,LTER_3,Backreef,2,NA7,4,24,0,8,0,68,25,na
2009,LTER_3,Backreef,2,NA7,5,76,0,4,0,20,25,na
2009,LTER_3,Backreef,2,NA8,1,32,0,0,0,68,25,na
2009,LTER_3,Backreef,2,NA8,2,68,0,4,0,28,25,na
2009,LTER_3,Backreef,2,NA8,3,56,0,0,0,44,25,na
2009,LTER_3,Backreef,2,NA8,4,36,0,52,0,12,25,na
2009,LTER_3,Backreef,2,NA8,5,60,0,16,0,24,25,na
2009,LTER_3,Backreef,2,NA9,1,36,0,48,0,16,25,na
2009,LTER_3,Backreef,2,NA9,2,56,0,8,0,36,25,na
2009,LTER_3,Backreef,2,NA9,3,48,0,0,0,52,25,na
2009,LTER_3,Backreef,2,NA9,4,12,0,72,0,16,25,na
2009,LTER_3,Backreef,2,NA9,5,12,0,88,0,0,25,na
2009,LTER_4,Backreef,2,NA5,5,BW,BW,BW,BW,BW,0,too shallow for nadir photo; photo horizontal so not valid for cover percent
2009,LTER_4,Backreef,2,NA1,1,16,0,72,0,12,25,na
2009,LTER_4,Backreef,2,NA1,2,80,0,4,0,16,25,na
2009,LTER_4,Backreef,2,NA1,3,76,0,12,0,12,25,na
2009,LTER_4,Backreef,2,NA1,4,48,0,24,0,28,25,na
2009,LTER_4,Backreef,2,NA1,5,36,0,0,0,64,25,na
2009,LTER_4,Backreef,2,NA10,1,56,0,4,0,40,25,na
2009,LTER_4,Backreef,2,NA10,2,92,0,4,0,4,25,na
2009,LTER_4,Backreef,2,NA10,3,4,0,76,0,20,25,na
2009,LTER_4,Backreef,2,NA10,4,32,0,8,0,60,25,na
2009,LTER_4,Backreef,2,NA10,5,44,0,4,0,52,25,na
2009,LTER_4,Backreef,2,NA11,1,68,0,0,0,32,25,na
2009,LTER_4,Backreef,2,NA11,2,84,0,0,0,16,25,na
2009,LTER_4,Backreef,2,NA11,3,24,0,0,0,76,25,na
2009,LTER_4,Backreef,2,NA11,4,48,0,0,0,52,25,na
2009,LTER_4,Backreef,2,NA11,5,16,0,0,0,84,25,na
2009,LTER_4,Backreef,2,NA12,1,84,0,0,0,16,25,na
2009,LTER_4,Backreef,2,NA12,2,88,0,8,0,4,25,na
2009,LTER_4,Backreef,2,NA12,3,28,0,0,0,72,25,na
2009,LTER_4,Backreef,2,NA12,4,24,0,0,0,76,25,na
2009,LTER_4,Backreef,2,NA12,5,28,0,0,0,72,25,na
2009,LTER_4,Backreef,2,NA13,1,64,0,0,0,36,25,na
2009,LTER_4,Backreef,2,NA13,2,64,0,12,0,24,25,na
2009,LTER_4,Backreef,2,NA13,3,28,0,12,0,60,25,na
2009,LTER_4,Backreef,2,NA13,4,16,0,0,0,84,25,na
2009,LTER_4,Backreef,2,NA13,5,8,0,0,0,92,25,na
2009,LTER_4,Backreef,2,NA14,1,76,0,12,0,12,25,na
2009,LTER_4,Backreef,2,NA14,2,16,0,36,0,48,25,na
2009,LTER_4,Backreef,2,NA14,3,48,0,0,0,52,25,na
2009,LTER_4,Backreef,2,NA14,4,16,0,0,0,84,25,na
2009,LTER_4,Backreef,2,NA14,5,52,0,0,0,48,25,na
2009,LTER_4,Backreef,2,NA15,1,0,0,72,0,28,25,na
2009,LTER_4,Backreef,2,NA15,2,24,0,8,0,68,25,na
2009,LTER_4,Backreef,2,NA15,3,60,0,0,0,40,25,na
2009,LTER_4,Backreef,2,NA15,4,36,0,16,0,48,25,na
2009,LTER_4,Backreef,2,NA15,5,32,0,0,0,68,25,na
2009,LTER_4,Backreef,2,NA16,1,76,0,24,0,0,25,na
2009,LTER_4,Backreef,2,NA16,2,24,0,40,0,36,25,na
2009,LTER_4,Backreef,2,NA16,3,40,0,36,0,24,25,na
2009,LTER_4,Backreef,2,NA16,4,84,0,0,0,16,25,na
2009,LTER_4,Backreef,2,NA16,5,52,0,0,0,48,25,na
2009,LTER_4,Backreef,2,NA17,1,8,0,92,0,0,25,na
2009,LTER_4,Backreef,2,NA17,2,0,0,16,0,84,25,na
2009,LTER_4,Backreef,2,NA17,3,4,0,88,0,8,25,na
2009,LTER_4,Backreef,2,NA17,4,84,0,0,0,16,25,na
2009,LTER_4,Backreef,2,NA17,5,28,0,0,0,72,25,na
2009,LTER_4,Backreef,2,NA18,1,0,0,56,0,44,25,na
2009,LTER_4,Backreef,2,NA18,2,0,0,12,0,88,25,na
2009,LTER_4,Backreef,2,NA18,3,52,0,12,0,36,25,na
2009,LTER_4,Backreef,2,NA18,4,100,0,0,0,0,25,na
2009,LTER_4,Backreef,2,NA18,5,52,0,8,0,40,25,na
2009,LTER_4,Backreef,2,NA19,1,52,0,20,0,28,25,na
2009,LTER_4,Backreef,2,NA19,2,24,0,20,0,56,25,na
2009,LTER_4,Backreef,2,NA19,3,64,0,0,0,36,25,na
2009,LTER_4,Backreef,2,NA19,4,88,0,0,0,12,25,na
2009,LTER_4,Backreef,2,NA19,5,44,0,40,0,16,25,na
2009,LTER_4,Backreef,2,NA2,1,56,0,28,0,16,25,na
2009,LTER_4,Backreef,2,NA2,2,24,0,24,0,52,25,na
2009,LTER_4,Backreef,2,NA2,3,32,0,24,0,44,25,na
2009,LTER_4,Backreef,2,NA2,4,67,0,0,0,33,3,some sub squares omitted
2009,LTER_4,Backreef,2,NA2,5,32,0,0,0,68,25,na
2009,LTER_4,Backreef,2,NA20,1,0,0,8,0,92,25,na
2009,LTER_4,Backreef,2,NA20,2,4,0,24,0,72,25,na
2009,LTER_4,Backreef,2,NA20,3,56,0,32,0,12,25,na
2009,LTER_4,Backreef,2,NA20,4,0,0,60,0,40,25,na
2009,LTER_4,Backreef,2,NA20,5,72,0,0,0,28,25,na
2009,LTER_4,Backreef,2,NA3,1,64,0,16,0,20,25,na
2009,LTER_4,Backreef,2,NA3,2,16,0,0,0,84,25,na
2009,LTER_4,Backreef,2,NA3,3,92,0,4,0,4,25,na
2009,LTER_4,Backreef,2,NA3,4,0,0,12,0,88,25,na
2009,LTER_4,Backreef,2,NA3,5,12,20,0,24,44,25,na
2009,LTER_4,Backreef,2,NA4,1,80,0,0,0,20,25,na
2009,LTER_4,Backreef,2,NA4,2,20,0,0,0,80,25,na
2009,LTER_4,Backreef,2,NA4,3,88,0,0,0,12,25,na
2009,LTER_4,Backreef,2,NA4,4,8,0,0,0,92,25,na
2009,LTER_4,Backreef,2,NA4,5,80,0,0,0,20,25,na
2009,LTER_4,Backreef,2,NA5,1,76,0,12,0,12,25,na
2009,LTER_4,Backreef,2,NA5,2,8,0,36,0,56,25,na
2009,LTER_4,Backreef,2,NA5,3,16,0,0,0,84,25,na
2009,LTER_4,Backreef,2,NA5,4,0,0,64,0,36,25,na
2009,LTER_4,Backreef,2,NA6,1,96,0,0,0,4,25,na
2009,LTER_4,Backreef,2,NA6,2,92,0,0,0,8,25,na
2009,LTER_4,Backreef,2,NA6,3,80,0,0,0,20,25,na
2009,LTER_4,Backreef,2,NA6,4,40,0,0,0,60,25,na
2009,LTER_4,Backreef,2,NA6,5,16,0,0,0,84,25,na
2009,LTER_4,Backreef,2,NA7,1,68,0,0,0,32,25,na
2009,LTER_4,Backreef,2,NA7,2,84,0,4,0,12,25,na
2009,LTER_4,Backreef,2,NA7,3,96,0,0,0,4,25,na
2009,LTER_4,Backreef,2,NA7,4,32,0,0,0,68,25,na
2009,LTER_4,Backreef,2,NA7,5,88,0,0,0,12,25,na
2009,LTER_4,Backreef,2,NA8,1,44,0,36,0,20,25,na
2009,LTER_4,Backreef,2,NA8,2,92,0,0,0,8,25,na
2009,LTER_4,Backreef,2,NA8,3,56,0,20,0,24,25,na
2009,LTER_4,Backreef,2,NA8,4,0,0,52,0,48,25,na
2009,LTER_4,Backreef,2,NA8,5,68,0,4,0,28,25,na
2009,LTER_4,Backreef,2,NA9,1,40,0,16,0,44,25,na
2009,LTER_4,Backreef,2,NA9,2,92,0,0,0,8,25,na
2009,LTER_4,Backreef,2,NA9,3,84,0,0,0,16,25,na
2009,LTER_4,Backreef,2,NA9,4,36,0,12,0,52,25,na
2009,LTER_4,Backreef,2,NA9,5,16,0,4,0,80,25,na
2009,LTER_5,Backreef,2,NA12,2,BW,BW,BW,BW,BW,0,too shallow for nadir photo; photo horizontal so not valid for cover percent
2009,LTER_5,Backreef,2,NA18,2,BW,BW,BW,BW,BW,0,too shallow for nadir photo; photo horizontal so not valid for cover percent
2009,LTER_5,Backreef,2,NA7,5,BW,BW,BW,BW,BW,0,too shallow for nadir photo; photo horizontal so not valid for cover percent
2009,LTER_5,Backreef,2,NA1,1,20,0,68,0,12,25,na
2009,LTER_5,Backreef,2,NA1,2,8,0,24,0,68,25,na
2009,LTER_5,Backreef,2,NA1,3,60,0,32,0,8,25,na
2009,LTER_5,Backreef,2,NA1,4,20,0,12,12,56,25,na
2009,LTER_5,Backreef,2,NA1,5,32,0,24,0,44,25,na
2009,LTER_5,Backreef,2,NA10,1,0,0,68,0,32,25,na
2009,LTER_5,Backreef,2,NA10,2,0,0,100,0,0,25,na
2009,LTER_5,Backreef,2,NA10,3,100,0,0,0,0,25,na
2009,LTER_5,Backreef,2,NA10,4,36,0,64,0,0,25,na
2009,LTER_5,Backreef,2,NA10,5,0,0,8,0,92,25,na
2009,LTER_5,Backreef,2,NA11,1,60,0,20,0,20,25,na
2009,LTER_5,Backreef,2,NA11,2,20,0,0,0,80,25,na
2009,LTER_5,Backreef,2,NA11,3,24,0,0,0,76,25,na
2009,LTER_5,Backreef,2,NA11,4,4,0,24,24,48,25,na
2009,LTER_5,Backreef,2,NA11,5,20,0,8,0,72,25,na
2009,LTER_5,Backreef,2,NA12,1,28,0,64,0,8,25,na
2009,LTER_5,Backreef,2,NA12,3,8,0,44,0,48,25,na
2009,LTER_5,Backreef,2,NA12,4,12,0,0,0,88,25,na
2009,LTER_5,Backreef,2,NA12,5,4,0,32,0,64,25,na
2009,LTER_5,Backreef,2,NA13,1,8,0,92,0,0,25,na
2009,LTER_5,Backreef,2,NA13,2,52,0,12,0,36,25,na
2009,LTER_5,Backreef,2,NA13,3,12,0,36,0,52,25,na
2009,LTER_5,Backreef,2,NA13,4,16,0,12,4,68,25,na
2009,LTER_5,Backreef,2,NA13,5,48,4,24,0,24,25,na
2009,LTER_5,Backreef,2,NA14,1,36,0,60,0,4,25,na
2009,LTER_5,Backreef,2,NA14,2,12,0,0,0,88,25,na
2009,LTER_5,Backreef,2,NA14,3,0,0,0,0,100,25,na
2009,LTER_5,Backreef,2,NA14,4,20,0,12,0,68,25,na
2009,LTER_5,Backreef,2,NA14,5,8,0,52,0,40,25,na
2009,LTER_5,Backreef,2,NA15,1,0,0,100,0,0,25,na
2009,LTER_5,Backreef,2,NA15,2,56,0,0,0,44,25,na
2009,LTER_5,Backreef,2,NA15,3,12,0,24,0,64,25,na
2009,LTER_5,Backreef,2,NA15,4,12,0,40,0,48,25,na
2009,LTER_5,Backreef,2,NA15,5,68,0,0,0,32,25,na
2009,LTER_5,Backreef,2,NA16,1,4,0,64,0,32,25,na
2009,LTER_5,Backreef,2,NA16,2,20,0,56,0,24,25,na
2009,LTER_5,Backreef,2,NA16,3,12,0,8,0,80,25,na
2009,LTER_5,Backreef,2,NA16,4,12,0,0,8,80,25,na
2009,LTER_5,Backreef,2,NA16,5,4,0,48,0,48,25,na
2009,LTER_5,Backreef,2,NA17,1,36,0,4,0,60,25,na
2009,LTER_5,Backreef,2,NA17,2,88,0,4,0,8,25,na
2009,LTER_5,Backreef,2,NA17,3,60,0,36,0,4,25,na
2009,LTER_5,Backreef,2,NA17,4,24,0,52,8,16,25,na
2009,LTER_5,Backreef,2,NA17,5,56,0,28,0,16,25,na
2009,LTER_5,Backreef,2,NA18,1,100,0,0,0,0,25,na
2009,LTER_5,Backreef,2,NA18,3,100,0,0,0,0,25,na
2009,LTER_5,Backreef,2,NA18,4,24,0,24,0,52,25,na
2009,LTER_5,Backreef,2,NA18,5,72,0,20,0,8,25,na
2009,LTER_5,Backreef,2,NA19,1,20,0,60,0,20,25,na
2009,LTER_5,Backreef,2,NA19,2,64,0,0,0,36,25,na
2009,LTER_5,Backreef,2,NA19,3,96,0,0,0,4,25,na
2009,LTER_5,Backreef,2,NA19,4,44,0,4,0,52,25,na
2009,LTER_5,Backreef,2,NA19,5,92,0,0,0,8,25,na
2009,LTER_5,Backreef,2,NA2,1,72,0,0,0,28,25,na
2009,LTER_5,Backreef,2,NA2,2,16,0,84,0,0,25,na
2009,LTER_5,Backreef,2,NA2,3,0,0,52,0,48,25,na
2009,LTER_5,Backreef,2,NA2,4,38,0,0,29,33,24,some sub squares omitted
2009,LTER_5,Backreef,2,NA2,5,36,4,16,0,44,25,na
2009,LTER_5,Backreef,2,NA20,1,24,0,4,0,72,25,na
2009,LTER_5,Backreef,2,NA20,2,0,0,100,0,0,25,na
2009,LTER_5,Backreef,2,NA20,3,72,0,0,0,28,25,na
2009,LTER_5,Backreef,2,NA20,4,36,0,12,0,52,25,na
2009,LTER_5,Backreef,2,NA20,5,100,0,0,0,0,25,na
2009,LTER_5,Backreef,2,NA3,1,80,0,0,0,20,15,some sub squares omitted
2009,LTER_5,Backreef,2,NA3,2,52,0,48,0,0,25,na
2009,LTER_5,Backreef,2,NA3,3,16,0,32,0,52,25,na
2009,LTER_5,Backreef,2,NA3,4,72,4,0,0,24,25,na
2009,LTER_5,Backreef,2,NA3,5,76,4,0,0,20,25,na
2009,LTER_5,Backreef,2,NA4,1,69,0,0,0,31,16,some sub squares omitted
2009,LTER_5,Backreef,2,NA4,2,48,0,52,0,0,25,na
2009,LTER_5,Backreef,2,NA4,3,16,0,60,0,24,25,na
2009,LTER_5,Backreef,2,NA4,4,96,0,0,0,4,25,na
2009,LTER_5,Backreef,2,NA4,5,52,0,0,0,48,25,na
2009,LTER_5,Backreef,2,NA5,1,7,0,0,0,93,15,some sub squares omitted
2009,LTER_5,Backreef,2,NA5,2,0,0,96,0,4,25,na
2009,LTER_5,Backreef,2,NA5,3,0,0,100,0,0,25,na
2009,LTER_5,Backreef,2,NA5,4,0,0,80,0,20,25,na
2009,LTER_5,Backreef,2,NA5,5,36,0,0,0,64,25,na
2009,LTER_5,Backreef,2,NA6,1,44,0,40,0,16,25,na
2009,LTER_5,Backreef,2,NA6,2,52,0,0,0,48,25,na
2009,LTER_5,Backreef,2,NA6,3,64,0,16,0,20,25,na
