Year,Date,Start,End,Location,Site,Habitat,Depth,Transect,Swath,Taxonomy,Family,Count,Total_Length,Length_Anomaly,Biomass,Comment,Coarse_Trophic,Fine_Trophic,Cloud_Cover,Wind_Velocity,Sea_State,Swell,Visibility,Surge,Diver
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Scarus oviceps,Scaridae,1,210,0,203.5,TP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Scarus oviceps,Scaridae,1,240,0,311.1,TP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Scarus psittacus,Scaridae,15,120,0,517.5,IP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Scarus psittacus,Scaridae,15,130,0,665.4,IP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Scarus psittacus,Scaridae,1,210,0,200,TP,Primary Consumer,Scraper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Stethojulis bandanensis,Labridae,1,60,0,3.09,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Sufflamen bursa,Balistidae,5,100,0,137.6,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Sufflamen bursa,Balistidae,1,120,0,46.9,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Thalassoma quinquevittatum,Labridae,4,60,0,9.57,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Thalassoma quinquevittatum,Labridae,4,100,0,45.7,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Thalassoma quinquevittatum,Labridae,2,110,0,30.6,NA,Secondary Consumer,Benthic Invertebrate Consumer,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Zanclus cornutus,Zanclidae,1,100,0,20,NA,Secondary Consumer,Omnivore,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Zebrasoma scopas,Acanthuridae,9,100,0,257.7,NA,Primary Consumer,Concealed Cropper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,8:55,10:00,LTER 0.5 Forereef Fish Transect 3 Swath 5 m,LTER_0.5,Forereef,10,3,5,Zebrasoma velifer,Acanthuridae,2,190,0,317.1,NA,Primary Consumer,Concealed Cropper,85,1,0,0.25,30.6,0.5,BS
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Caracanthus maculatus,Scorpaenidae,11,25,0,3.46,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Caracanthus maculatus,Scorpaenidae,1,30,0,0.54,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Nemateleotris magnifica,Microdesmidae,2,25,0,0.14,NA,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Nemateleotris magnifica,Microdesmidae,2,55,0,1.59,NA,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Neocirrhites armatus,Cirrhitidae,6,25,0,1.11,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Neocirrhites armatus,Cirrhitidae,3,30,0,1.01,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Neocirrhites armatus,Cirrhitidae,5,35,0,2.79,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Neocirrhites armatus,Cirrhitidae,3,40,0,2.59,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Paracirrhites arcatus,Cirrhitidae,1,20,0,0.09,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Paracirrhites arcatus,Cirrhitidae,7,25,0,1.3,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Paracirrhites arcatus,Cirrhitidae,3,30,0,1.01,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Paracirrhites arcatus,Cirrhitidae,1,40,0,0.86,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Paracirrhites arcatus,Cirrhitidae,1,50,0,1.79,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Paracirrhites arcatus,Cirrhitidae,1,60,0,3.25,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Plagiotremus tapeinosoma,Blenniidae,3,60,0,2.9,NA,Secondary Consumer,Fish Scale Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Plectroglyphidodon johnstonianus,Pomacentridae,2,35,0,3.32,NA,Secondary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,1,20,0,0.12,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,1,25,0,0.25,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Plectroglyphidodon lacrymatus,Pomacentridae,5,30,0,2.26,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Pseudocheilinus hexataenia,Labridae,2,25,0,0.47,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Pseudocheilinus hexataenia,Labridae,4,30,0,1.6,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Pseudocheilinus hexataenia,Labridae,1,35,0,0.63,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Pseudocheilinus tetrataenia,Labridae,1,35,0,0.64,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 1 m,LTER_2.5,Forereef,10,1,1,Stegastes fasciolatus,Pomacentridae,1,35,0,1.16,NA,Primary Consumer,Herbivore/Detritivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Acanthurus olivaceus,Acanthuridae,3,30,0,1.59,NA,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Acanthurus olivaceus,Acanthuridae,4,40,0,5,NA,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Acanthurus olivaceus,Acanthuridae,1,190,0,130.6,NA,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Acanthurus olivaceus,Acanthuridae,1,220,0,202.2,NA,Primary Consumer,Sediment Sucker,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Balistapus undulatus,Balistidae,2,120,0,52.3,NA,Secondary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Balistapus undulatus,Balistidae,1,170,0,85.3,NA,Secondary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Cantherhines sandwichiensis,Monacanthidae,1,170,0,72.2,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Centropyge bispinosa,Pomacanthidae,13,35,0,28.89,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Centropyge flavissima,Pomacanthidae,3,30,0,3.79,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Centropyge flavissima,Pomacanthidae,10,35,0,18.8,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Centropyge flavissima,Pomacanthidae,1,40,0,2.65,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Cephalopholis argus,Serranidae,1,180,0,91.5,NA,Piscivore_primarily,Piscivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Cephalopholis argus,Serranidae,1,240,0,228.5,NA,Piscivore_primarily,Piscivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Chaetodon ornatissimus,Chaetodontidae,2,160,0,220.1,NA,Secondary Consumer,Corallivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Chlorurus spilurus,Scaridae,2,180,0,259.1,IP,Primary Consumer,Excavator,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Chlorurus spilurus,Scaridae,1,190,0,152.1,IP,Primary Consumer,Excavator,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Chlorurus spilurus,Scaridae,1,200,0,177.2,IP,Primary Consumer,Excavator,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Coris gaimard,Labridae,1,180,0,79,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Coris gaimard,Labridae,1,210,0,130.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Ctenochaetus binotatus,Acanthuridae,8,50,0,27.64,NA,Primary Consumer,Brusher,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Ctenochaetus flavicauda,Acanthuridae,2,40,0,2.7,NA,Primary Consumer,Brusher,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,5,50,0,10.74,NA,Primary Consumer,Brusher,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,2,150,0,124.3,NA,Primary Consumer,Brusher,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,7,170,0,638.4,NA,Primary Consumer,Brusher,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Ctenochaetus striatus,Acanthuridae,1,190,0,128.2,NA,Primary Consumer,Brusher,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Gymnothorax javanicus,Muraenidae,1,500,0,204.5,NA,Piscivore_primarily,Piscivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Halichoeres claudia,Labridae,4,60,0,13.51,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Halichoeres claudia,Labridae,2,70,0,10.7,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Halichoeres claudia,Labridae,3,100,0,46.6,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Halichoeres claudia,Labridae,2,120,0,53.5,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Halichoeres claudia,Labridae,1,130,0,34,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Halichoeres claudia,Labridae,3,140,0,127.3,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Halichoeres hortulanus,Labridae,2,50,0,3.92,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Labroides dimidiatus,Labridae,3,70,0,9.52,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Labroides dimidiatus,Labridae,1,110,0,13.7,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Macropharyngodon meleagris,Labridae,1,50,0,1.37,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Melichthys vidua,Balistidae,1,180,0,103.5,NA,Primary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Parupeneus multifasciatus,Mullidae,1,60,0,6.03,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Pomachromis fuscidorsalis,Pomacentridae,8,30,0,3.19,NA,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Pycnochromis acares,Pomacentridae,10,20,0,1.29,NA,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Pycnochromis iomelas,Pomacentridae,3,20,0,0.21,NA,Planktivore,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Pycnochromis margaritifer,Pomacentridae,5,25,0,0.86,NA,Planktivore,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Pycnochromis vanderbilti,Pomacentridae,10,25,0,2.61,NA,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Scarus oviceps,Scaridae,1,190,0,148,IP,Primary Consumer,Scraper,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Scarus psittacus,Scaridae,4,180,0,493,IP,Primary Consumer,Scraper,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Stethojulis bandanensis,Labridae,1,70,0,4.61,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Sufflamen bursa,Balistidae,8,170,0,1041.4,NA,Secondary Consumer,Omnivore,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,6,60,0,14.36,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,1,100,0,11.4,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,2,120,0,39.9,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Thalassoma quinquevittatum,Labridae,4,140,0,127.9,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Zebrasoma scopas,Acanthuridae,1,25,0,0.45,NA,Primary Consumer,Concealed Cropper,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 1 Swath 5 m,LTER_2.5,Forereef,10,1,5,Zebrasoma scopas,Acanthuridae,4,180,0,665.2,NA,Primary Consumer,Concealed Cropper,70,1,0,0.25,29.5,1,GB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Caracanthus maculatus,Scorpaenidae,5,30,0,2.72,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Caracanthus maculatus,Scorpaenidae,1,35,0,0.87,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Cirripectes variolosus,Blenniidae,2,40,0,2.05,NA,Primary Consumer,Herbivore/Detritivore,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Gymnothorax meleagris,Muraenidae,1,-1,0,-1,NA,Piscivore_primarily,Piscivore,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Nemateleotris magnifica,Microdesmidae,4,40,0,1.18,NA,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Nemateleotris magnifica,Microdesmidae,2,60,0,2.08,NA,Planktivore,Planktivore_exclusively,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Neocirrhites armatus,Cirrhitidae,1,35,0,0.56,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Neocirrhites armatus,Cirrhitidae,13,40,0,11.22,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Neocirrhites armatus,Cirrhitidae,9,45,0,11.41,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Paracirrhites arcatus,Cirrhitidae,1,30,0,0.34,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,AB
2015,2015-08-02,10:55,12:15,LTER 2.5 Forereef Fish Transect 2 Swath 1 m,LTER_2.5,Forereef,10,2,1,Paracirrhites arcatus,Cirrhitidae,2,40,0,1.73,NA,Secondary Consumer,Benthic Invertebrate Consumer,70,1,0,0.25,29.5,1,AB
